feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Rikenellaceae_RC9_gut_group	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Izemoplasmatales	Abiotrophia	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Angelakisella	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Pseudomonas	Akkermansia	Corynebacterium	Libanicoccus	Campylobacter	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Megamonas	Allisonella	Veillonellaceae	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	Sphingobium	Sphingopyxis	Neisseria	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter
Cah8-300-IL	5	211	8	4	0	2131	0	0	2	49	8	294	41	64	4611	209	35	0	69	73	113	745	56	0	596	0	196	46	1334	0	64	107	33	8	0	231	0	13	0	170	0	0	0	0	0	0	0	2	60	7	0	0	36	0	13	0	0	2	3	142	94	2812	455	559	1633	11	0	225	10	51	0	338	16	60	118	25	0	0	15	259	43	0	485	0	0	0	0	6	0	168	9	0	0	0	0	1230	998	3	53	3	78	13	3	28	28	29	0	461	0	21	23	55	6	0	2	2	0	1846	11	51	16	4	390	893	6	12	4	27	0	0	33	0	0	14	10	2	16	4	0	0	6	0	39	220	0	0	13	0	6	13	10	730	0	25	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-301-IL	26	13	2	2	0	327	0	76	12	0	0	0	0	0	6135	392	66	0	40	78	0	0	0	0	0	30	40	0	134	0	21	26	0	0	0	0	0	113	0	0	44	12	0	2	0	0	9	0	165	8	19	36	70	23	87	2	4	0	0	19	9	571	352	656	388	0	0	36	16	0	0	1668	0	4	16	47	0	0	63	276	7	0	398	0	0	0	0	2	3	86	0	0	0	11	639	410	1515	0	21	0	45	9	9	0	34	30	0	69	36	81	2	47	0	0	92	0	0	2567	0	36	98	0	8	426	8	0	0	20	15	0	19	12	0	8	0	12	14	12	0	63	2	0	0	220	0	0	3	4	2	49	0	431	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Cah8-302-IL	34	0	23	7	0	46	0	0	53	3	28	36	10	0	5960	315	198	0	131	190	0	0	185	0	0	0	168	0	517	0	0	19	0	0	0	0	157	38	349	0	12	0	0	0	0	0	3	6	188	34	0	23	17	3	82	0	0	0	0	0	0	284	0	54	141	57	1789	12	15	0	2	691	0	7	38	5	0	0	30	37	29	6	27	20	297	0	0	0	8	42	0	0	0	0	0	1975	1438	0	33	0	126	291	28	0	120	2	3	62	74	54	11	145	5	8	0	0	0	859	0	29	4	0	8	109	235	0	2	7	0	8	4	0	21	5	0	0	0	0	0	13	0	0	0	435	0	0	10	0	5	194	24	286	3462	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-303-IL	0	286	0	2	0	1179	0	50	0	0	8	0	0	0	3111	156	0	0	14	32	0	0	0	0	2	0	344	0	79	0	0	28	0	0	0	206	0	36	0	402	0	0	25	0	15	0	0	0	128	0	68	0	210	86	36	7	28	0	13	802	82	1222	178	749	242	0	0	644	26	0	0	222	160	37	55	43	9	0	22	12	28	0	279	0	0	0	0	127	0	261	0	33	0	25	0	125	245	66	24	3	34	6	21	12	22	0	0	230	19	156	15	46	0	0	1050	0	6	4035	0	26	2	0	122	717	19	0	3	13	23	0	101	0	0	4	9	0	0	0	55	0	158	0	0	116	0	0	4	0	0	0	212	49	0	2	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-305-IL	4	340	4	0	0	1653	0	7	222	0	0	0	0	0	8451	0	127	0	0	25	0	0	0	0	0	0	103	0	0	0	0	11	0	0	0	0	72	304	0	823	20	0	0	0	0	0	0	0	36	0	0	2	0	0	0	0	0	0	0	60	981	2393	0	380	769	0	0	293	0	0	6	797	470	0	122	0	0	0	49	0	0	0	27	2	120	42	0	22	0	340	0	34	0	0	1118	960	252	13	66	0	122	29	19	0	71	0	0	0	0	4	0	29	0	0	0	0	0	1571	0	30	0	0	7	107	6	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	241	0	0	5	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-307-IL	4	0	0	0	0	165	4	7	87	0	19	0	313	0	4335	650	21	3	216	89	57	2885	0	0	6	0	655	0	95	0	0	99	0	4	0	31	11	0	0	75	12	8	0	0	0	0	0	0	101	0	0	0	258	68	0	13	52	0	0	143	4	187	137	331	276	4	0	0	38	0	0	506	0	0	0	2	0	0	63	308	3	0	156	0	0	0	0	0	0	18	3	0	0	0	62	495	3395	0	17	0	33	24	21	18	128	0	0	703	13	1175	12	260	3	0	244	0	0	1826	16	38	107	4	30	150	21	29	17	16	0	10	162	60	0	34	6	0	0	0	68	0	71	1	0	189	32	0	2	3620	0	358	0	1756	68	16	0	296	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Cah8-308-IL	0	19	3	0	0	145	15	7	20	0	30	0	0	0	4937	622	3	9	0	55	0	0	0	0	0	0	472	0	151	0	4	40	0	4	0	0	20	0	0	0	9	24	0	6	0	0	0	3	48	0	0	3	30	0	0	0	217	3	0	33	3	166	33	1040	103	0	0	29	3	0	0	381	0	0	18	4	0	0	32	6	0	0	22	93	0	0	8	3	0	0	0	0	0	0	142	1298	664	0	23	4	44	219	13	0	176	0	5	119	50	14	9	138	0	0	30	0	0	3613	0	81	176	5	49	68	2	0	2	15	0	0	6	0	0	6	8	0	0	0	224	0	177	1136	24	206	0	0	0	0	0	68	545	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
Cah8-309-IL	0	547	2	0	0	1393	6	0	0	24	0	0	13	0	4437	21	0	7	9	30	5	0	0	0	0	0	87	0	4	0	0	0	0	0	0	0	0	720	0	135	0	0	0	0	0	0	0	0	225	0	2	0	42	0	19	0	0	0	0	638	84	1511	0	585	296	0	0	650	10	0	0	161	24	13	423	6	0	0	26	0	8	0	122	0	0	0	0	86	0	89	0	21	0	102	0	3913	710	7	271	0	0	8	8	0	18	0	0	21	5	9	7	0	2	0	0	0	0	2154	0	54	0	0	189	484	0	0	0	5	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	40	0	0	0	0	0	0	33	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-49	32	246	2	0	0	2205	0	0	0	0	0	108	115	0	4190	33	61	0	0	0	0	0	0	0	327	0	0	0	0	0	0	16	0	0	0	0	0	591	0	81	0	0	0	7	0	3	0	0	447	10	0	17	0	0	0	0	21	0	0	245	106	1138	366	794	2560	0	0	0	0	0	0	54	39	0	0	0	0	0	346	3	0	0	150	0	64	0	0	0	0	188	0	0	0	0	173	4253	971	6	203	0	0	132	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4184	116	49	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	13	0	263	60	0	0	28	350	147	936	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	41	0
run02-50	0	411	2	0	0	807	11	37	7	2	4	0	100	0	2354	0	0	0	0	0	0	0	0	0	0	0	169	0	129	0	172	85	0	0	0	0	59	0	0	0	12	7	78	7	32	0	0	0	78	0	0	0	45	0	265	15	4	5	0	1961	69	1485	0	91	325	0	48	80	11	0	0	66	0	6	64	12	0	0	4	0	22	0	115	3	0	60	2	109	0	381	124	30	85	10	0	753	735	132	8	2	72	5	14	11	26	26	0	804	0	158	0	52	9	0	0	3	12	2229	0	68	28	0	1669	972	4	38	0	16	19	0	223	0	2	13	13	0	0	0	527	0	46	5	0	138	0	0	6	0	0	0	150	0	633	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
run02-51	0	20	0	0	0	1540	0	0	0	0	0	0	0	0	2530	4	0	0	0	0	0	0	217	0	2923	0	0	0	58	0	0	3	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	320	503	3012	318	129	436	0	0	457	75	0	0	712	0	29	0	9	0	0	85	50	9	0	10	0	0	0	0	413	0	268	0	0	0	171	0	517	883	0	110	0	15	0	0	0	4	0	0	6	22	0	0	2	0	0	0	0	0	2060	0	28	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	70	0	22	0	0	0	107	0	0	2	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	10	0	11	0	9	0	0	0	0	0	0
run02-52	0	254	0	0	0	557	0	33	8	0	7	0	0	42	3334	96	135	0	0	94	0	0	0	0	0	0	133	0	27	0	12	0	7	0	0	0	0	238	0	0	0	7	0	0	0	0	0	0	14	0	0	0	53	0	14	0	0	0	0	64	9	1611	108	546	247	0	0	61	35	0	2	169	6	20	34	23	4	3	16	0	7	0	1705	24	0	0	0	3	0	108	0	6	0	47	59	782	449	2	91	5	18	20	14	36	24	9	0	273	27	39	2	31	0	0	10	0	0	894	0	39	0	0	27	369	13	0	0	5	0	0	11	0	0	15	0	0	2	0	10	0	0	0	0	153	0	0	0	9	0	36	15	110	517	6	0	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	116	0	0
run02-54	39	144	12	22	0	2087	0	0	135	0	0	0	0	11	5438	548	0	0	0	0	0	0	0	0	79	0	480	0	120	0	21	401	0	0	0	0	0	321	0	651	0	0	0	5	0	0	0	0	125	5	0	9	0	0	0	0	0	0	0	100	17	488	0	168	972	0	0	75	0	45	0	214	0	0	4	0	0	0	283	387	0	2	291	6	10	0	0	2	0	97	0	0	0	0	437	3878	303	0	51	0	16	14	0	0	10	7	0	49	0	0	0	12	0	0	0	0	0	868	0	12	37	0	14	1909	10	0	0	4	0	0	27	0	0	37	0	4	8	9	14	5	0	61	696	0	184	0	44	7	0	0	0	1187	24	36	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	587	0	0	5	0	0	956	0	0	11
run02-55	2	194	4	0	84	837	12	9	0	11	0	112	62	0	2780	303	65	6	58	61	0	0	128	0	1397	0	551	0	336	0	117	47	270	10	0	0	20	0	0	50	4	3	5	0	0	0	0	0	326	0	0	0	45	0	116	6	176	0	0	456	7	1899	0	203	164	0	0	117	15	26	0	165	80	46	29	4	17	0	0	6	17	0	410	158	0	0	0	27	0	83	331	16	0	0	0	605	1207	4	7	0	13	4	0	123	18	36	0	486	37	189	47	83	0	0	0	0	2	2127	0	23	80	4	476	822	4	15	2	24	41	0	133	0	0	33	0	0	18	0	187	0	172	0	419	84	143	90	7	5	0	255	26	142	0	30	3	36	0	41	0	0	3	0	0	0	10	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0
run02-56	6	962	0	2	0	0	0	0	142	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	2	0	0	0	0	2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	34	0	0	0	0	0	0	0	59	0	0	0	200	3039	0	0	279	0	0	0	0	0	0	686	39	0	0	0	0	0	0	0	0	0	936	71	0	0	0	0	0	0	0	0	0	0	1192	0	713	0	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	7	3	0	291	0	2	828	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	31	242	0	0
run02-57	0	757	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	666	0	249	3	4	0	0	0	0	16	0	5368	81	0	0	0	0	4	0	0	0	3	0	3	0	0	9533	0	0	0
run02-58	197	30	15	3	0	1530	0	0	12	0	0	0	158	0	4826	271	525	0	83	98	0	0	0	0	0	0	173	0	54	0	122	146	0	85	0	0	0	0	0	1023	0	0	0	5	0	0	0	0	166	11	0	7	0	0	0	0	1479	0	0	0	33	1037	0	0	363	0	0	25	0	0	0	252	0	0	0	0	0	0	0	0	0	0	2525	0	0	0	0	59	0	72	0	0	0	26	243	2113	335	3	47	0	0	15	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	76	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	612	27	0	1	164	18	0	193	0	321	567	54	0	0	0	0	6	0	10	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	240	0	0	0
run02-59	203	1647	172	14	0	1252	0	0	72	0	0	70	109	0	3295	201	12	0	61	40	0	0	0	0	0	0	67	0	103	10	0	0	0	0	0	0	0	0	0	12	0	0	0	33	0	35	0	0	1988	222	0	57	0	0	0	0	32	2	0	0	192	940	0	78	2025	0	0	0	0	0	23	383	205	0	8	0	0	0	0	0	0	7	903	0	0	0	0	0	0	107	0	4	0	198	319	2209	713	0	2	0	0	33	0	0	36	0	0	52	0	0	0	5	5	0	0	0	0	13	0	28	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	9	5	49	151	3	82	17	0	185	0	2	681	1443	48	0	0	318	208	250	166	0	3	0	6	9	2	0	3	0	0	0	0	0	0	0	0	32	0	10	0	37	21	155	0	0
run02-60	13	762	29	0	0	2059	0	0	67	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	12	0	0	0	0	251	0	0	0	0	0	0	0	0	399	0	0	0	2	0	23	0	0	0	0	481	8	0	4	0	2	0	0	65	0	0	32	64	1668	130	327	764	0	0	54	0	0	4	487	2	76	0	3	0	0	0	13	2	0	2424	11	0	0	2	6	0	202	0	62	0	177	365	622	1622	0	35	0	34	28	7	0	12	21	0	42	0	162	0	27	3	0	0	0	0	2827	0	54	0	0	105	2014	6	0	19	0	0	0	55	0	0	0	0	0	0	16	161	9	0	0	0	0	123	0	44	24	0	0	0	43	257	263	3	0	0	0	0	28	0	3	0	0	211	0	0	0	0	0	3	23	0	13	2	0	0	0	0	9
run02-61	7	369	0	0	0	930	0	6	0	0	15	73	35	64	2851	1500	54	31	0	361	0	0	0	0	1194	0	1519	0	590	0	133	216	220	0	0	0	2	72	0	0	0	0	6	0	0	0	0	0	27	0	202	0	162	0	42	152	8	0	0	102	204	1010	18	551	508	0	0	815	9	26	0	123	5	31	60	50	0	0	83	197	14	0	127	0	0	0	0	14	2	147	0	29	4	142	0	452	643	21	40	0	17	43	23	0	44	4	0	1285	117	377	4	166	3	0	0	0	0	1164	0	22	45	0	544	2298	8	14	24	36	16	0	393	0	0	91	0	6	8	0	460	0	47	0	0	809	111	0	27	0	0	507	4	447	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	896	0	0	0
run02-62	0	54	0	0	0	356	0	5	42	0	0	0	52	0	4187	134	23	0	0	0	0	0	0	0	0	0	188	0	212	0	0	63	0	0	0	0	0	485	0	1769	0	0	4	15	0	0	0	0	21	0	0	0	0	56	0	0	131	0	0	23	309	1542	0	43	1273	0	0	160	18	0	11	410	130	11	151	52	0	0	86	0	7	0	293	0	7	0	0	65	0	215	0	32	0	0	545	456	397	25	52	0	0	31	12	0	0	0	0	281	19	23	0	8	0	0	0	0	0	1116	0	49	0	0	189	174	11	0	0	0	0	0	16	0	0	1	0	0	0	0	1080	0	11	47	31	182	0	36	5	25	0	53	0	191	289	26	215	586	3	0	0	0	0	15	0	0	6	0	0	7	0	0	0	2	103	4	2	6	0	0	0	0
run02-63	2	268	2	0	0	213	0	102	0	0	5	0	174	0	3489	946	54	0	73	0	0	0	0	0	0	0	459	0	184	0	15	26	0	0	0	0	0	442	7	0	8	0	0	35	0	0	0	0	169	2	0	0	13	0	0	4	0	10	0	500	191	2289	0	131	270	7	0	0	18	0	3	83	0	7	67	143	0	3	43	140	39	0	451	0	0	0	0	89	0	395	0	8	0	0	36	1214	68	60	22	0	72	42	30	0	155	18	0	212	31	44	0	109	0	0	0	0	0	3782	0	13	39	0	79	37	9	0	0	11	0	0	50	0	0	0	0	0	0	0	0	0	13	0	0	0	37	0	5	0	0	0	3	123	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
run02-64	81	5089	16	0	0	612	27	68	0	0	15	0	13	0	1444	250	17	0	15	65	6	0	0	0	71	0	288	0	516	7	0	78	273	0	0	0	0	23	0	0	0	37	9	4	13	7	0	3	463	20	12	10	181	175	368	112	0	0	0	118	307	1040	3	455	258	0	0	127	10	0	0	35	0	9	22	28	4	0	0	8	13	9	42	0	0	0	0	28	0	122	0	30	0	75	0	38	108	0	12	4	21	0	10	137	0	0	0	641	14	617	121	60	0	0	0	0	0	506	0	23	36	9	636	414	0	2	5	88	41	0	507	0	22	35	0	7	0	13	9	0	75	0	0	119	0	0	40	2	6	0	33	0	159	256	2	1474	12	0	8	0	14	0	4	0	17	0	6	19	0	0	0	0	1056	46	0	34	0	0	0	107
