feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Rikenellaceae_RC9_gut_group	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Izemoplasmatales	Abiotrophia	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Angelakisella	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Pseudomonas	Akkermansia	Corynebacterium	Libanicoccus	Campylobacter	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Megamonas	Allisonella	Veillonellaceae	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	Sphingobium	Sphingopyxis	Neisseria	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter
run02-65	14	1311	19	3	10	875	0	0	0	0	0	55	16	5	987	120	0	0	0	16	0	20	2	0	2049	0	53	0	340	16	0	0	88	6	0	0	0	249	0	1077	0	0	0	0	0	0	2	0	330	4	0	4	0	0	0	0	4	0	0	108	19	1940	0	95	169	0	0	259	2	15	0	19	0	0	86	0	0	0	0	44	3	0	30	0	0	0	0	0	0	28	0	0	0	1630	0	52	83	0	11	0	3	2	0	4	21	0	0	60	0	9	0	11	0	0	0	0	0	719	9	17	17	0	9	146	0	0	0	0	0	0	0	9	0	4	0	5	2	0	0	0	4	0	0	410	0	0	119	5	0	0	10	42	113	144	0	5	0	37	3	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	32	0
run02-66	2	835	8	0	0	926	0	0	3	15	0	232	216	0	3381	13	2	0	0	0	0	0	100	0	1331	0	71	0	55	0	0	12	0	0	0	0	0	841	0	1009	0	0	0	3	0	0	0	0	23	0	0	3	2	0	0	0	0	0	0	444	170	3445	0	232	601	0	0	300	48	0	0	264	0	0	14	0	0	0	32	0	2	0	994	0	0	0	0	128	0	425	0	0	0	654	0	416	239	0	55	0	8	5	0	0	15	11	0	42	0	5	0	3	2	0	0	0	0	1796	0	63	0	0	5	1592	0	0	0	0	0	0	0	0	0	4	0	0	0	0	61	0	0	0	39	2	132	0	13	0	0	0	0	408	1948	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	3	35	0	0	2
run02-67	15	538	13	8	0	1181	0	0	0	0	15	0	16	0	4205	0	0	0	136	0	0	0	0	0	1633	0	119	0	1583	0	0	136	0	27	0	0	0	0	0	0	0	0	0	4	2	0	0	0	543	13	0	27	0	0	0	0	0	0	0	0	514	1699	0	7	544	0	0	104	0	0	18	642	103	0	139	0	0	0	620	65	0	2	40	80	9	0	0	72	0	108	0	0	0	169	323	1921	502	36	148	0	2	98	0	9	2	0	0	0	0	0	0	57	0	0	0	0	0	3221	0	8	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	42	14	20	280	1136	0	0	981	0	718	33	1290	47	4	0	0	458	64	467	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	381	0	0	0	0	4	0	270	0	12
run02-68	0	2129	0	2	0	1136	0	0	0	0	0	0	0	0	4449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	116	0	88	0	0	26	3	0	0	3	4	1103	3	0	0	0	0	0	0	142	0	0	0	53	1204	0	573	417	0	0	190	0	0	2	142	105	28	76	0	0	0	0	0	3	0	702	0	3	8	0	0	0	74	0	108	0	94	1638	52	842	133	264	0	187	46	0	0	0	0	0	28	0	0	0	37	0	0	0	2	0	769	0	10	0	0	23	82	11	0	0	0	0	0	20	0	0	0	0	0	0	0	310	0	281	0	0	0	150	622	37	0	0	290	0	229	515	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-69	4	83	2	0	0	0	0	326	0	0	0	0	0	0	3678	638	0	0	0	0	0	0	0	0	0	0	102	0	260	0	596	154	0	0	0	0	43	0	0	0	0	19	7	40	0	0	0	0	25	4	0	0	0	0	5	0	6	0	0	0	91	2681	0	1074	21	42	0	0	12	0	0	376	0	0	0	0	0	0	30	24	0	0	379	134	184	0	4	41	2	283	0	46	9	0	61	2930	1075	8	122	0	123	264	3	0	43	56	38	3	28	0	0	37	0	0	0	0	0	416	0	136	0	0	0	284	431	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	43	0	0	0	153	3	0	2	0	240	326	0	0	0	0	3351	0	0	0	559	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0
run02-70	9	157	16	0	0	796	3	0	0	0	0	40	121	0	3800	122	0	0	0	0	0	0	69	0	0	0	239	0	65	0	0	119	0	0	0	0	0	424	0	0	4	0	78	9	0	0	0	0	1057	4	0	4	0	0	0	0	10	0	0	456	88	1655	254	388	367	0	0	92	0	0	0	134	14	15	53	0	0	65	0	14	0	2	405	0	16	0	0	0	0	78	0	22	0	0	0	1003	282	11	28	0	0	103	5	0	23	2	0	784	0	0	0	0	0	0	0	6	0	1594	0	30	0	0	0	580	10	0	0	19	0	0	6	0	0	0	0	0	0	0	9	4	725	0	0	126	0	0	24	504	0	0	0	247	122	150	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	26	0	2	0	6	4	0	0	0	0	0
run02-71	33	6	33	23	0	143	0	0	0	0	0	61	0	0	1040	13	23	0	0	16	0	0	0	19	0	0	37	0	37	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	432	66	0	84	0	0	0	0	5676	0	0	32	0	453	12	78	171	0	0	48	0	0	0	76	0	0	0	0	0	0	0	11	0	0	168	0	0	0	0	0	0	0	0	0	0	14	80	404	177	0	46	0	0	33	0	0	0	0	0	34	0	0	17	19	0	0	0	0	0	240	0	0	0	0	44	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	27	0	0	0	20	3	46	100	0	0	0	20	5376	57	117	34	13	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	166	65	0	9	0	0	0
run02-72	46	967	23	0	4	1127	0	2	0	4	0	126	70	50	1651	191	24	0	69	9	0	0	9	0	982	32	219	0	78	0	0	41	0	0	0	67	0	0	0	0	0	75	0	0	0	0	0	0	272	13	5	14	115	0	39	0	117	0	0	48	12	1291	25	394	119	0	0	33	48	0	0	3	0	26	5	0	0	0	16	69	23	0	146	0	4	0	0	12	0	216	0	0	0	0	0	1580	714	0	25	0	38	40	3	16	8	18	0	319	34	92	10	23	0	0	0	2	0	3428	0	37	15	0	7	534	2	3	3	9	0	0	36	0	0	10	0	0	0	0	0	0	0	0	23	7	133	0	13	3	0	77	0	157	0	99	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	26	10	5
run02-73	0	5	7	13	0	66	0	0	17	0	0	0	0	0	5187	0	0	0	0	0	0	0	0	0	0	0	3	0	210	0	0	34	0	0	0	0	10	0	0	0	0	0	0	14	0	0	0	0	667	6	0	0	0	0	0	0	0	0	0	17	50	1493	0	11	1663	0	0	0	0	0	0	662	0	0	0	2	0	0	0	0	2	0	5	0	4	0	0	0	0	30	0	0	0	0	4313	2212	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	217	199	0	14	726	0	0	10	0	490	1313	83	0	0	0	0	3	0	0	0	0	0	4	0	4	16	0	0	0	0	79	11	0	0	0	0	0	0
run02-74	31	394	156	3	0	79	0	0	0	0	0	16	0	0	436	8	9	0	0	13	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	0	177	27	0	0	0	0	0	141	0	0	0	0	1657	10	0	55	3	0	0	0	4	0	0	31	16	676	63	11	56	0	0	9	0	0	0	218	37	0	3	0	0	0	13	13	0	0	30	2	0	0	0	0	0	14	0	0	0	10	490	542	343	0	5	0	0	13	2	0	0	0	0	10	2	0	0	0	0	0	0	0	0	397	64	0	2	0	18	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	15	0	535	0	0	0	0	33	0	735	0	0	3	0	2	0	0	1458	4	10	0	35	59	0	0	0	0	0	0	4	0	0	0	3575	0	0
run02-76	23	500	16	0	0	409	0	0	0	0	0	0	0	0	4285	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	96	0	0	0	0	1	0	0	0	0	0	0	71	0	0	0	4	583	14	0	8	0	0	0	0	12	3	0	43	19	977	0	24	616	0	0	16	0	0	0	201	19	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	2313	3747	24	0	39	0	17	89	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	230	0	0	275	0	0	354	21	0	0	0	0	662	123	6	0	2	0	7	83	0	0	0	0	10	0	0	2	0	0	0	0	0	18	5	0	0	0	0	140
run02-77	19	1086	7	8	0	3222	0	13	11	0	0	0	120	0	3346	0	0	0	0	15	0	0	0	816	0	0	7	0	0	0	0	60	0	0	0	0	0	637	0	2357	6	0	0	13	0	0	0	0	485	5	0	0	15	0	0	0	0	0	0	0	95	2189	0	512	195	4	0	292	0	0	8	176	34	0	24	0	0	3	75	172	6	0	18	1	0	0	0	0	3	179	0	0	0	92	387	1068	388	56	29	0	31	17	0	8	7	0	0	61	48	0	0	32	0	0	0	4	0	1790	0	48	0	0	139	708	0	0	0	0	0	0	14	0	0	2	0	4	0	0	8	7	3	0	618	0	276	4	212	0	0	8	0	511	45	25	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	49	0	11	0	0	0	0	0	0	0
run02-78	311	22	75	3	0	309	0	0	0	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	18	5	0	1529	196	0	68	0	0	0	0	1437	0	0	0	0	133	0	0	788	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	3354	4549	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	18	0	0	0	0	0	11	620	550	11	0	8	0	3643	599	7	0	142	0	24	0	13	9	0	0	0	0	0	3	0	0	0	0	0	19	0	42	4	0	3	6
run02-79	8	0	0	0	0	625	0	0	0	3	0	265	103	6	1573	0	0	0	21	0	0	2286	27	109	596	0	3	0	12	0	0	8	0	0	0	24	0	0	0	1172	0	0	0	0	0	0	0	0	31	0	0	4	0	0	0	0	1079	0	0	0	0	155	0	166	295	0	0	10	0	16	0	329	0	0	22	7	0	0	63	35	0	0	515	0	0	0	0	0	0	114	0	0	0	12	0	564	463	0	50	0	13	29	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1204	0	12	0	0	0	1502	0	0	0	0	0	0	0	0	0	0	0	17	0	4	0	17	0	0	0	0	133	0	6	12	0	0	0	513	428	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
run02-80	7	948	0	0	0	1515	0	0	31	0	0	0	0	0	3775	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	111	0	0	0	0	0	5	10	0	0	0	0	115	0	0	11	0	0	0	0	43	0	0	940	190	1025	0	0	826	0	0	0	0	0	0	381	6	0	0	0	0	0	48	0	0	0	451	10	0	0	0	0	0	118	0	0	0	0	2023	504	4	0	126	0	0	48	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	992	0	52	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	72	0	0	0	89	0	10	2	0	0	99	0	246	59	0	0	0	0	0	234	0	2	0	211	0	0	0	3	2640	0	0	0	0	2	0	0	0	0	0	3
run02-81	90	162	111	0	0	0	0	0	0	11	0	0	0	0	142	0	0	0	0	0	42	0	0	0	0	0	17	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	447	59	23	62	0	0	36	24	0	0	0	0	31	0	0	0	0	0	0	0	30	0	0	0	0	0	0	200	60	0	0	0	29	0	0	0	0	27	0	0	0	0	0	0	40	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	30	0	0	34	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	2	0	0	33	0	0	926	0	129	0	2	0	0	0	0	4391	12	310	255	29	200	0	0	0	0	0	4508	269	0	0	0	0	0	0
run02-82	0	423	0	0	609	1700	0	55	41	0	2	0	0	0	3774	202	9	0	56	39	0	0	0	0	0	381	172	0	75	0	0	41	0	3	0	0	17	130	0	0	6	68	0	71	0	0	0	0	51	0	0	0	30	0	0	3	9	5	10	341	135	2434	0	158	399	3	0	190	7	0	0	216	193	0	30	0	0	0	5	25	0	0	470	2	0	0	0	29	0	575	0	13	0	172	179	593	404	48	73	0	323	22	9	85	43	98	2	132	4	55	0	61	2	0	0	0	12	1581	0	115	15	0	516	571	8	0	16	29	8	4	50	0	0	6	5	0	0	0	8	0	2	0	0	320	0	0	11	0	5	0	78	97	315	0	0	61	2	0	0	0	3	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
run02-83	2	25	0	0	0	259	0	0	0	0	0	21	23	0	4619	0	24	0	0	0	8	0	0	0	0	0	11	0	82	0	2	14	0	0	0	0	0	93	0	0	2	0	0	4	0	0	0	0	25	0	0	0	0	0	3	0	617	0	0	0	7	385	5	240	4188	0	0	68	0	0	0	298	0	7	13	11	3	0	8	68	8	2	142	0	0	0	0	0	0	38	0	0	2	2	466	372	215	0	23	0	4	9	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	608	0	6	0	0	3	152	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	94	109	35	122	0	0	38	12	0	0	3	0	1004	9	12	0	2	0	0	0	0	186	0	0	9	0	2	0	0	0	0	2	367	19	0	0	206	95	0	0
run02-84	10	373	18	7	0	663	0	0	11	24	0	116	0	0	6418	0	0	0	35	61	0	0	92	0	0	0	244	0	251	0	0	0	0	0	0	0	0	739	0	1378	7	0	2	43	0	0	0	0	288	13	0	0	0	18	0	0	0	0	0	20	172	1645	0	370	902	0	0	670	0	0	16	161	42	11	92	0	0	0	50	150	12	0	210	0	0	8	0	31	10	87	0	17	0	107	32	232	473	0	174	0	289	15	17	2	40	14	0	107	109	61	0	25	0	0	0	0	0	2185	11	32	34	0	52	1204	78	0	0	8	0	0	27	6	0	0	0	0	9	0	5	0	13	0	0	579	0	0	35	0	0	0	13	272	179	32	2	0	3	0	0	49	0	0	0	0	3	2	10	2	0	0	0	0	0	16	0	0	80	0	0	0
run02-85	0	574	0	0	0	1027	0	0	60	0	0	0	12	0	4553	18	158	0	0	51	0	0	0	0	384	0	2	0	208	0	0	0	0	8	0	0	0	582	0	0	0	0	0	0	0	0	0	0	36	0	0	0	5	0	0	0	452	0	0	196	98	1908	7	393	815	0	0	200	14	0	0	181	0	0	41	15	0	0	73	114	0	0	201	0	0	0	0	0	0	210	0	0	0	168	66	2098	202	0	92	0	0	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	1113	0	24	0	0	0	644	0	0	0	0	0	0	3	0	0	11	0	0	0	0	12	0	0	0	62	0	120	34	36	0	0	0	0	799	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	62	0	0	0	3	0	0	0	98	0	0
run02-86	32	264	4	0	0	1978	0	0	18	0	0	0	93	0	3172	0	38	0	8	0	0	0	3	0	0	0	6	0	162	0	0	27	0	6	0	0	217	0	0	0	2	0	0	10	0	0	0	0	127	13	0	33	0	0	0	0	7	0	0	103	98	748	0	199	356	0	0	107	0	0	0	117	7	0	0	0	0	0	8	4	0	4	8	0	57	0	0	0	0	183	0	0	0	0	1172	2187	811	0	25	0	0	18	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	29	0	0	0	637	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	453	15	0	77	0	0	70	0	0	0	0	305	0	94	0	0	0	0	0	278	2	25	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	82	68	3
run02-87	0	935	0	0	0	0	0	0	155	0	0	0	0	0	4183	0	452	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	143	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	900	1994	97	0	294	0	0	36	8	0	13	656	5	5	0	0	0	0	23	21	21	0	0	106	31	0	5	4	0	91	0	0	0	0	133	0	351	1	33	4	9	62	25	0	74	0	0	0	12	0	5	36	0	0	0	2	6	829	5	71	0	0	182	629	0	0	7	5	0	0	209	0	0	0	0	0	27	0	113	0	0	0	0	0	103	0	0	1209	0	0	0	0	256	3	0	0	3	0	0	0	0	0	0	346	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-88	0	233	0	0	0	1732	0	73	0	0	0	0	0	0	4099	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	6	73	0	0	3	3	18	4	0	0	0	10	15	0	0	2	0	0	0	0	27	0	0	717	35	1004	56	594	150	0	0	252	8	0	10	418	56	12	26	2	0	0	0	22	6	0	216	26	0	0	0	17	0	100	0	22	0	23	346	626	384	13	0	0	23	63	20	0	67	30	0	167	8	0	0	28	2	0	0	2	0	968	0	25	0	0	1452	1330	5	0	0	0	0	0	141	0	0	0	0	0	0	0	287	0	22	0	0	0	156	0	10	0	0	0	0	173	24	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	24	3	0	0	2	51	0	0
run02-89	5	476	2	0	0	1297	0	0	0	0	0	0	0	0	2395	344	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	22	0	0	0	0	0	287	0	0	0	0	3	27	0	0	0	10	142	5	0	2	0	0	0	0	12	0	0	171	83	271	0	506	533	0	0	32	0	0	0	111	4	2	0	0	0	0	20	9	6	0	503	0	0	0	0	0	0	126	0	3	0	0	65	2847	862	0	39	0	0	26	0	0	3	0	0	34	0	0	0	0	0	0	0	3	0	1403	0	75	0	0	0	75	0	0	0	0	0	0	4	0	0	0	0	0	0	0	148	0	22	0	0	0	89	0	7	0	0	0	0	168	128	22	0	2	0	0	0	28	0	0	0	0	8	0	0	0	0	0	0	0	53	10	0	0	0	0	0	0
run02-90	5	647	0	0	6	536	0	0	0	11	0	72	26	15	920	179	10	0	40	26	0	0	66	397	3540	0	190	0	61	0	0	25	0	0	0	1005	0	14	0	673	2	0	0	0	0	0	0	0	101	0	0	0	43	2	104	0	0	0	0	2464	61	1244	5	150	285	0	0	49	15	21	0	93	10	14	40	11	4	0	18	29	2	0	295	0	0	0	0	31	0	86	0	23	50	134	0	170	1221	56	27	0	5	0	0	42	3	6	0	80	26	12	0	12	0	0	0	0	0	737	0	2	0	0	454	543	0	3	0	8	2	0	164	22	0	21	6	0	0	0	3	0	0	0	0	526	0	0	4	0	0	144	0	130	30	15	0	101	0	16	0	0	162	10	0	0	0	0	0	0	0	10	0	0	31	2	0	0	0	0	12	0
run02-91	121	27	857	0	0	0	0	0	0	0	0	0	0	0	5127	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	522	284	0	52	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	31	799	234	1235	0	0	0	463	2942	51	0	2400	0	0	0	0	0	0	20	0	2	0	5	0	0	0	169	0	0	3	0	0	3716	0	0	4
run02-92	51	131	16	5	0	507	0	6	0	0	4	0	33	0	1496	127	9	0	94	0	6	0	0	0	0	0	76	0	0	0	71	36	0	0	0	0	9	0	0	0	6	2	11	34	0	3	0	10	186	0	0	2	20	0	0	0	1027	0	0	100	53	268	0	16	30	0	0	9	0	8	0	106	0	17	4	52	0	0	0	0	5	0	27	9	80	0	8	0	0	90	0	7	0	5	7	124	60	5	3	0	27	14	28	24	27	28	0	224	0	0	0	9	4	0	0	6	0	342	0	32	117	0	200	60	0	0	31	5	0	0	120	0	0	7	0	6	10	0	4950	0	30	0	0	0	42	0	13	8	32	367	93	53	2099	114	15	9	6	0	0	8	0	4	0	0	18	4	22	9	0	0	7	9	206	45	2	5	5	97	0	0
run03-49	17	208	23	6	0	0	0	199	15	0	0	0	0	0	5467	0	165	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	24	6	0	0	0	11	174	12	0	0	4	0	0	0	85	4	0	42	137	2108	0	0	1324	10	0	499	0	0	21	274	25	0	357	0	0	5	64	8	0	0	3283	11	0	0	0	0	13	258	0	45	9	545	603	5012	1044	16	80	0	0	123	8	12	0	13	0	0	0	0	4	0	0	0	405	0	0	890	0	34	0	0	56	55	19	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	3	56	2	0	158	0	18	0	0	0	165	0	0	0	0	0	10	0	0	5	0	2	0	10	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0
run03-50	81	31	57	2	0	685	0	0	0	0	0	56	0	0	3152	0	0	0	0	0	0	0	0	3	0	0	11	0	38	0	0	6	0	0	0	0	2	0	0	452	0	0	0	0	0	0	9	0	560	88	0	36	0	0	0	0	89	0	0	0	61	418	0	65	2047	0	0	0	0	0	0	16	321	0	0	0	0	0	58	28	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3954	1526	31	0	333	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	467	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	544	3	0	0	0	94	0	0	180	668	0	0	0	345	918	99	0	0	19	0	5	0	12	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
run03-51	10	198	25	0	0	639	0	0	0	0	0	0	0	9	611	5	0	0	0	0	0	0	0	50	0	0	0	0	13	0	0	0	0	0	0	0	0	802	0	0	0	0	0	0	0	0	0	0	1599	65	0	32	2	0	0	0	21	0	0	512	474	1133	652	667	672	0	0	388	3	0	0	97	47	78	178	0	0	0	323	9	3	0	127	0	0	26	0	29	0	79	0	6	0	80	21	561	661	12	63	0	75	26	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2659	0	40	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	32	0	0	0	0	0	55	0	0	0	0	87	1682	75	0	0	0	0	0	0	0	14	0	0	1167	66	8	30	0	0	13	0	0	0	0	5	3	12	24	12
run03-52	4	19	0	0	0	870	0	0	15	0	0	0	0	0	5602	4	85	0	0	24	0	0	0	0	0	0	4	0	27	0	0	118	0	0	0	0	0	16	5	0	4	0	0	45	0	2	0	0	21	2	0	0	63	0	0	0	25	0	0	0	20	235	0	99	564	0	0	30	0	0	29	463	0	0	11	36	0	0	312	27	0	0	51	0	140	0	0	0	0	72	0	0	0	37	1360	2637	54	0	28	0	3	19	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	715	0	44	0	0	0	604	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	912	0	0	0	41	0	0	42	109	0	0	0	58	572	334	50	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	913	4	61
run03-53	3	1494	0	0	0	0	0	0	1552	0	3	0	26	0	1051	0	0	0	4	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	130	0	0	0	187	2284	0	0	0	0	66	0	198	3	8	0	0	404	2220	0	0	329	91	5	23	0	0	172	1101	34	0	9	0	0	0	0	0	0	0	313	351	12	0	16	29	447	0	0	0	13	9	0	114	490	0	0	0	59	49	37	5	91	0	0	69	0	0	0	7	18	0	0	5	0	40	0	57	0	211	7	0	207	0	4	0	0	0	37	309	0	33	0	0	35	0	44	0	0	269	0	0	3	0	0	0	7	0	8	0	386	3	0	0	0	0	0	0	0	4598	43	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
