feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Rikenellaceae_RC9_gut_group	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Izemoplasmatales	Abiotrophia	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Angelakisella	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Pseudomonas	Akkermansia	Corynebacterium	Libanicoccus	Campylobacter	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Megamonas	Allisonella	Veillonellaceae	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	Sphingobium	Sphingopyxis	Neisseria	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter
M006.TI	3	158	6	0	0	178	16	0	3	0	0	24	0	44	3385	132	0	0	7	23	0	0	0	0	0	0	242	0	238	0	0	45	0	2	0	0	2	640	0	0	0	0	0	0	0	0	0	0	81	0	0	5	35	0	27	0	0	0	0	868	1226	2761	224	388	340	19	0	63	41	0	0	2922	74	14	88	46	0	0	115	195	25	2	519	0	6	0	5	61	0	273	0	60	0	0	89	263	1150	6	139	5	69	28	12	8	27	6	0	57	0	42	0	17	12	0	0	0	4	4705	0	72	0	0	3	361	10	0	8	10	3	12	10	0	0	3	18	0	0	0	15	0	25	0	92	0	10	0	35	0	16	0	0	2374	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M007.TI	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3141	69	0	0	0	12	0	0	36	0	0	0	44	0	363	0	0	43	0	0	0	0	88	0	0	0	2	0	788	9	0	0	0	0	154	9	0	2	0	0	0	0	3	0	0	0	0	155	0	0	0	0	0	0	0	0	7	1121	0	0	0	0	0	0	0	4	0	0	44	0	217	0	0	0	0	0	0	0	0	0	773	1280	159	0	0	0	38	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1696	0	0	12	0	10	6	2706	0	0	0	51	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M008.TI	0	40	0	0	0	60	0	0	0	0	0	15	0	0	12276	0	0	0	0	880	0	0	0	0	0	0	1400	0	336	0	0	173	0	0	0	0	0	272	0	0	0	59	475	0	0	0	0	0	9	0	0	0	1326	390	162	0	92	0	0	1103	42	1367	48	1625	271	23	0	272	17	0	0	1559	0	28	0	294	0	0	383	950	0	0	1558	0	0	0	0	0	0	118	0	3	0	13	11	1019	4210	0	77	0	0	23	44	94	16	0	68	841	243	905	52	76	0	0	0	0	0	10743	0	0	1	0	545	426	0	0	82	75	658	0	645	17	0	4	0	0	0	0	60	0	728	0	0	397	89	0	0	0	0	679	0	302	1002	0	0	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M010.TI	0	9	0	0	0	69	0	9	0	0	0	30	0	2	4106	164	0	6	20	56	0	0	128	0	0	0	213	0	26	23	8	0	8	0	540	0	5	40	0	0	5	0	0	0	0	2	3	0	7	2	0	0	226	0	8	0	7	0	0	115	0	365	451	404	557	2	0	95	58	0	0	958	35	62	10	40	0	0	237	150	9	0	52	0	0	0	0	23	0	30	0	9	3	9	0	422	2695	10	23	11	157	0	0	2	0	0	0	111	58	29	3	60	0	0	0	7	0	5979	15	33	7	0	56	205	1	4	0	32	0	0	12	0	27	5	9	0	0	0	140	0	11	0	0	0	8	0	1	0	0	66	114	0	3720	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M011.TI	0	72	0	0	0	0	0	0	6	0	0	0	0	0	2270	107	78	0	0	28	0	0	0	0	0	0	67	0	832	0	48	12	0	0	0	0	6	24	0	0	0	15	16	0	0	0	0	0	4	0	0	0	95	0	201	3	122	0	0	1211	275	910	0	36	129	8	43	19	4	0	0	523	52	15	7	16	0	0	60	148	0	0	487	11	0	0	0	27	0	105	0	0	0	19	0	129	2612	5	21	0	38	81	17	0	38	0	25	50	3	26	0	17	4	0	0	0	0	8385	6	115	6	0	0	863	7	0	0	20	0	0	0	0	16	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	78	0	266	30	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M012.TI	3	71	0	0	0	199	56	0	28	0	0	0	0	0	5815	628	0	0	0	66	0	0	1518	0	0	0	476	0	1318	0	73	53	0	4	0	0	50	1219	0	0	29	20	0	0	0	0	0	0	123	0	0	0	33	11	58	39	0	0	0	882	83	1796	0	1381	507	46	0	1513	36	0	0	4428	417	0	276	0	0	0	71	40	93	0	1732	20	272	0	5	95	0	355	0	12	0	0	1517	1533	2313	16	224	0	129	126	157	23	48	73	20	49	0	21	2	29	5	9	39	3	21	4054	0	191	100	0	14	348	5	120	6	105	0	20	20	5	2	3	0	0	0	2	20	0	0	0	0	648	0	4	168	15	0	437	9	5875	0	7	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M013.TI	0	164	56	1	12	192	0	0	0	0	0	54	94	0	2011	28	0	0	0	13	29	0	133	0	0	0	104	0	712	349	3	8	0	2	0	0	0	330	0	0	0	0	0	0	0	0	0	0	1135	46	0	25	686	0	36	4	21	0	0	391	312	1765	469	1233	993	0	0	286	277	0	0	824	52	114	484	168	0	161	499	198	156	6	244	0	0	73	0	14	0	221	13	46	0	259	0	885	4363	0	129	0	21	21	2	19	0	3	0	75	64	77	0	17	0	0	0	0	0	16850	0	89	0	6	176	790	0	0	0	0	0	0	59	27	0	0	24	0	0	0	0	0	0	0	0	3	23	0	310	0	0	8	191	0	202	127	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M014.TI	0	329	6	0	0	0	2	0	0	0	9	22	0	0	2136	210	0	0	16	36	0	1769	130	0	0	425	146	0	122	0	0	25	0	3	0	0	0	135	0	0	0	0	0	0	0	0	0	0	47	0	0	0	284	0	216	19	117	0	0	2079	142	979	74	204	95	0	0	186	78	0	0	1191	138	24	63	104	13	0	239	20	7	0	438	0	0	0	0	96	0	59	0	0	0	98	0	0	2325	20	34	3	53	24	74	6	23	12	10	248	91	53	41	2	0	0	0	0	0	4715	15	35	0	0	359	138	0	152	6	5	11	0	4	0	10	13	4	0	0	0	0	0	3	12	0	462	0	0	53	0	0	129	567	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	43	0
M015.TI	0	208	0	0	0	91	8	12	0	0	0	0	0	0	2032	656	0	20	0	30	15	0	411	0	0	0	329	18	207	0	81	57	0	10	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	18	0	455	35	220	31	0	0	6	495	112	1030	321	1332	337	0	0	273	24	0	0	1445	15	49	207	13	14	40	186	66	159	0	158	0	0	0	0	61	0	93	0	71	15	88	0	121	2658	33	84	0	27	0	30	82	18	14	0	221	82	122	43	6	3	0	0	0	22	7831	0	64	0	3	614	902	0	0	0	38	65	0	81	9	0	13	12	0	0	0	0	0	21	0	0	0	103	0	0	0	0	277	238	139	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M016.TI	0	24	0	0	0	18	0	4	0	0	0	0	3	0	3095	317	51	3	0	26	0	0	0	0	235	0	220	0	254	0	21	45	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	27	6	0	0	81	0	18	0	0	5	0	48	202	259	17	167	277	7	0	32	2	0	0	278	0	9	0	17	0	0	39	77	8	0	29	0	0	0	0	0	0	21	7	0	0	0	33	4691	385	0	0	11	27	7	4	13	0	5	0	137	53	38	5	28	0	0	0	0	0	6257	2	76	0	0	2	241	7	0	0	26	0	0	4	0	0	6	6	0	0	0	0	0	0	0	0	36	0	2	5	4	4	147	0	823	133	5	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M017.TI	0	824	0	0	0	326	141	60	0	54	0	0	131	0	5807	0	0	0	155	166	0	0	0	0	0	0	2315	0	147	0	639	101	0	0	0	0	9	48	0	107	2	31	0	0	34	0	2	0	8	0	0	0	547	91	777	14	10	0	0	519	69	2088	86	2654	270	15	12	460	75	0	0	1518	35	50	130	159	0	0	134	158	74	0	24	20	0	108	3	65	0	301	0	29	64	44	0	307	1442	52	26	15	126	36	343	93	94	37	6	761	86	193	75	6	13	5	272	6	48	10285	14	95	29	14	397	793	10	88	6	213	46	13	145	0	27	42	121	0	11	0	31	0	0	0	0	616	59	0	14	0	6	100	25	497	35	0	13	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M022.TI	0	855	0	0	0	242	0	11	2	0	0	0	0	31	6983	1384	0	0	118	291	0	0	0	0	0	0	4183	0	384	0	0	76	0	0	0	0	0	75	0	0	2	6	0	0	1036	0	0	17	200	0	23	0	3973	161	940	437	7	0	14	1096	307	642	85	2191	361	0	0	971	15	0	0	390	73	40	61	1977	0	0	162	118	16	0	26	0	0	120	4	14	0	139	0	207	0	60	0	28	1153	111	0	4	50	0	40	325	47	0	0	2185	120	1833	144	75	25	0	0	8	7	9548	2	95	0	17	573	1644	15	89	0	117	473	0	313	0	92	64	39	0	0	0	0	0	61	0	0	1369	0	0	399	13	0	372	0	2198	0	56	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M023.TI	0	0	0	0	0	94	0	2	0	13	0	17	56	173	4255	131	70	29	53	53	0	0	0	0	0	0	484	0	305	0	73	8	0	0	0	0	0	347	0	88	0	0	0	0	0	0	0	0	9	0	0	0	352	4	339	5	0	0	0	201	436	1477	12	1253	639	0	25	191	10	0	0	643	147	9	147	59	0	183	254	190	59	0	390	0	0	0	0	288	0	63	0	22	0	133	0	204	4034	60	238	0	69	34	87	0	12	0	12	330	66	38	12	40	0	0	0	3	0	13340	0	49	15	0	43	436	0	0	0	18	5	4	12	0	68	14	46	0	0	0	0	0	12	0	0	980	0	0	0	0	0	698	13	1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P301TI1R.lib20	0	125	0	2	0	212	0	75	0	12	0	87	0	0	3983	915	0	0	14	30	276	0	0	0	0	0	429	0	119	0	67	85	0	0	0	0	37	172	0	0	4	2	75	3	0	0	0	0	2	0	0	0	24	0	0	6	134	0	0	65	14	496	0	277	353	0	0	200	10	0	0	424	0	9	38	0	0	0	37	79	9	0	86	0	0	0	2	0	0	21	0	0	5	61	0	1210	925	0	38	0	22	69	306	6	83	64	38	51	16	25	9	71	2	2	0	5	75	1164	6	370	94	0	45	299	6	0	2	41	0	70	13	7	16	8	6	0	0	0	59	0	14	0	0	764	0	0	0	2	0	357	38	543	25	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P302TI1R.lib21	0	207	2	0	0	171	7	29	2	0	0	0	178	0	1966	0	0	0	0	0	0	0	0	0	0	0	261	0	258	12	362	75	0	2	0	0	95	738	3	0	18	0	0	13	0	0	0	43	2	0	0	0	49	0	99	4	0	0	0	60	167	884	29	73	274	0	0	355	3	0	3	455	2	5	76	10	0	0	41	17	5	0	10	0	2	5	0	4	0	134	2	0	6	127	0	5663	1067	5	49	0	33	34	87	0	27	14	0	52	23	10	0	34	7	0	0	0	0	2299	0	25	0	0	67	126	4	37	0	13	3	9	0	0	0	7	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	85	5	529	55	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P304TI1R.lib21	0	240	0	0	0	211	0	0	0	3	0	80	0	105	3194	18	11	0	6	9	20	0	0	0	0	0	17	3	103	14	0	7	24	0	0	0	102	2651	0	0	0	0	86	0	0	0	0	0	16	0	0	0	51	0	0	6	1981	0	0	350	77	1545	603	718	826	0	0	1385	47	36	5	903	4	61	229	11	5	0	401	75	36	0	1113	0	0	2	0	74	0	95	0	25	0	263	0	1360	5029	4	833	0	24	0	10	0	0	0	0	0	14	0	24	0	0	0	0	0	0	6030	0	21	0	0	0	212	0	9	0	25	0	0	0	0	0	0	0	0	0	0	1646	0	18	0	0	128	0	0	10	0	0	3	11	655	1448	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P305TI1R.lib20	4	5	9	7	0	18	0	5	15	0	0	0	0	14	7295	0	0	0	0	0	0	0	0	0	0	0	98	0	970	0	0	26	0	0	0	0	96	164	6	255	0	0	0	2	0	5	0	0	137	0	0	6	39	0	0	0	0	0	0	9	38	907	204	60	277	0	0	29	5	0	0	785	0	8	32	32	0	0	39	57	3	5	101	0	0	0	0	5	0	34	0	0	0	30	294	78	465	0	30	0	0	25	15	0	30	0	0	30	12	2	0	7	0	0	7	0	0	392	0	134	0	0	0	22	3	0	0	0	0	0	21	0	0	0	0	0	0	4	621	0	0	0	0	0	0	0	33	0	2	0	221	0	1726	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	46	0
P306TI1R.lib21	4	0	0	0	0	0	4	42	130	0	7	0	0	0	9586	679	112	0	68	95	0	0	14	0	0	0	455	0	512	0	19	169	24	0	0	0	600	307	45	0	49	0	0	36	0	0	0	0	30	0	0	2	21	40	28	11	0	4	0	176	134	1354	0	162	200	34	73	241	9	0	0	6903	37	4	0	4	0	0	12	108	22	0	125	320	0	21	0	35	13	171	0	8	0	378	200	1817	419	44	254	0	215	58	50	37	69	6	0	193	28	40	0	115	2	0	0	11	0	1861	23	145	11	2	45	41	18	0	0	20	0	0	63	11	0	35	14	0	15	0	58	0	9	23	33	510	0	0	0	278	0	61	0	1480	181	4	96	22	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
P307TI1R.lib21	0	93	0	0	0	283	13	7	0	0	0	66	17	82	4604	115	131	0	17	44	0	0	211	0	1149	19	273	6	413	99	91	0	68	0	157	0	36	367	0	574	6	0	0	0	0	2	0	0	118	4	0	10	291	14	146	25	11	0	2	14	109	2344	277	858	527	0	0	412	46	0	0	1044	19	33	61	55	0	0	75	148	53	0	155	0	0	0	0	142	0	196	21	12	0	123	0	1165	3629	22	55	0	96	52	50	32	11	4	0	152	40	120	8	8	39	0	4	0	0	8338	106	115	0	0	72	178	3	51	3	69	0	22	34	14	0	32	0	0	0	0	97	0	68	0	0	0	85	0	33	6	0	10	5	2747	55	16	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P308TI1R.lib20	0	0	0	0	0	53	2	7	0	0	0	10	6	8	1884	355	83	0	58	65	0	0	17	0	37	33	534	0	96	4	28	29	0	0	0	0	0	9	0	0	0	12	5	0	17	0	0	0	9	0	8	0	128	14	89	7	25	0	0	28	4	330	127	772	165	0	0	23	24	0	0	455	4	10	5	6	6	0	35	19	3	0	75	0	0	0	0	6	0	79	0	0	6	0	21	230	1257	0	3	0	37	5	114	5	50	6	4	65	27	148	4	18	0	4	0	0	0	5040	0	57	25	4	59	71	14	0	0	19	25	0	5	41	4	16	0	0	0	0	194	0	12	10	19	0	14	0	0	0	0	29	17	238	0	2	1	2131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P310TI1R.lib21	0	61	0	0	0	369	0	5	0	0	0	25	17	34	7189	332	0	0	29	38	435	0	75	53	0	0	351	0	392	0	136	4	0	0	0	232	22	53	0	43	0	0	0	0	0	0	0	0	67	11	2	0	99	0	34	0	3	0	5	106	322	3452	928	351	1458	0	0	177	53	0	0	914	75	27	72	49	0	9	204	132	58	0	148	0	6	13	0	92	0	309	0	7	2	18	0	1871	1336	61	67	0	169	0	75	0	59	0	0	42	51	6	19	11	0	0	9	0	0	5409	0	184	0	0	131	175	0	0	0	18	0	3	29	68	0	23	5	0	0	0	39	0	14	0	0	267	0	0	83	0	0	506	29	3463	74	12	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P314TI1R.lib21	6	176	0	0	0	368	0	224	2	0	5	363	0	0	6970	328	165	0	0	162	0	0	0	0	0	0	585	0	609	0	211	9	0	0	0	0	17	321	0	0	0	89	0	0	6	0	0	0	17	0	0	0	169	0	295	0	0	0	0	92	98	1813	417	1207	515	0	0	375	10	44	0	1651	0	9	108	0	0	0	179	315	181	0	107	0	0	0	15	18	3	319	0	3	0	44	53	2474	2981	8	217	26	292	48	176	9	62	26	0	180	7	82	14	54	24	0	0	0	0	5116	5	4	53	0	63	267	20	50	6	27	19	17	16	0	105	6	25	0	0	2	3	0	0	0	0	576	9	0	8	0	0	740	29	1590	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P318TI1R.lib21	0	65	0	0	0	71	0	3	0	0	0	0	10	17	672	550	20	7	61	3	0	1464	23	92	853	0	7	48	359	0	78	26	0	6	28	0	0	20	0	0	3	0	0	0	0	0	3	0	23	0	0	4	284	5	28	2	0	0	2	6	16	371	70	356	273	0	0	56	12	28	0	351	2	30	7	46	0	0	84	291	16	0	45	0	0	0	0	0	0	33	8	0	0	0	0	4114	1009	2	56	0	91	14	50	0	16	5	0	111	15	59	9	0	0	0	0	0	0	4427	0	7	30	0	9	121	0	0	0	16	9	0	7	0	16	115	6	0	0	0	0	0	3	0	0	640	0	0	8	0	5	49	0	540	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P320TI1R.lib20	0	49	0	0	0	4	3	5	10	0	0	12	4	4	3062	74	11	0	44	94	47	0	168	0	0	0	396	0	335	126	183	37	317	0	0	0	69	66	20	71	4	3	0	0	0	0	0	0	7	0	0	0	224	5	15	33	130	2	0	42	4	406	109	304	128	5	0	90	14	0	0	344	3	5	14	73	0	0	11	74	29	0	60	0	0	3	76	4	4	5	6	8	2	48	0	1655	592	0	15	7	120	48	88	13	90	78	0	82	19	19	34	39	15	0	16	2	0	1395	15	54	125	3	140	125	34	12	12	25	0	12	45	8	0	7	21	0	0	0	6	0	0	0	0	560	0	0	3	0	0	64	32	222	244	0	4	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P321TI1R.lib21	20	0	0	0	0	33	0	0	0	0	0	10	0	0	805	0	36	3	11	0	7	0	0	0	0	0	104	0	116	0	0	21	3	0	0	0	25	25	0	0	0	3	1629	4	11	0	0	0	206	9	0	4	61	13	0	13	10827	0	0	0	30	132	0	55	219	0	0	20	7	0	4	65	3	4	3	10	0	0	17	0	9	4	3	0	0	0	0	0	0	28	0	0	0	7	0	153	150	0	11	0	12	0	2	6	8	6	0	33	9	18	2	20	3	0	0	0	3	524	0	0	9	0	6	37	0	0	0	16	4	0	0	0	3	3	0	0	0	3	0	0	68	1226	0	38	0	0	6	0	0	2	0	0	257	6	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P323TI1R.lib20	0	6	0	0	0	167	814	42	2	4	0	0	0	0	1457	274	43	0	8	47	24	0	11	0	0	0	222	0	46	21	25	38	0	0	0	0	3	55	0	0	5	0	0	0	0	0	0	0	4	0	0	0	37	0	6	0	12	0	0	153	84	892	26	511	649	0	0	143	50	0	0	926	9	7	10	2	0	2	63	301	19	0	131	0	0	0	0	4	0	17	0	4	0	11	0	1938	1211	0	7	0	48	19	20	0	20	4	0	72	10	12	5	99	3	0	0	4	0	8641	0	71	36	0	15	231	10	2	0	10	0	0	0	0	0	9	54	0	0	2	0	0	6	0	0	247	0	0	5	0	0	208	0	199	126	6	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P325TI1R.lib20	0	20	2	0	43	468	0	0	0	2	0	23	0	22	3876	0	37	0	21	29	38	0	0	0	0	0	190	0	564	2	18	40	0	0	0	0	222	356	0	0	14	0	0	8	0	0	0	0	10	0	0	0	79	0	367	2	0	0	0	279	152	1377	69	129	391	0	0	150	50	0	0	573	19	25	40	38	0	0	69	80	7	0	181	7	0	0	0	10	0	108	0	24	4	127	12	710	3579	0	161	0	25	21	66	0	15	64	61	28	8	20	0	154	0	3	0	10	0	2877	5	112	14	3	23	160	18	0	4	55	0	4	13	8	0	25	41	0	2	0	6	0	3	0	0	370	0	0	16	0	0	379	2	414	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P326TI1R.lib20	0	639	0	0	0	679	0	3	0	0	0	9	31	163	3152	0	0	0	50	27	0	0	85	0	0	0	121	0	475	0	15	11	5	0	0	0	26	609	0	0	0	14	0	0	0	0	0	0	13	3	0	5	52	0	7	0	6	0	0	1011	365	2668	188	270	616	0	0	1426	5	0	0	225	28	34	15	27	0	0	37	18	14	0	389	0	0	0	0	27	0	119	0	20	0	131	30	960	633	10	146	0	21	6	8	0	7	23	0	19	5	9	0	6	0	0	0	0	0	2145	0	26	0	0	102	177	0	52	0	11	0	0	11	0	0	8	14	0	0	0	2	0	0	0	0	0	92	0	6	2	0	49	2	1203	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P329TI1R.lib20	0	0	0	0	0	30	0	0	0	0	0	3	0	0	1244	363	57	0	11	26	0	0	33	0	566	50	409	0	133	0	0	6	0	0	93	0	0	10	3	0	0	0	0	0	0	0	0	0	2	0	0	0	72	0	49	3	0	0	2	36	0	553	9	108	149	10	0	232	5	0	6	299	5	6	24	28	0	19	32	34	25	0	116	0	0	0	0	21	0	16	96	0	0	9	0	38	566	17	25	0	24	4	15	16	0	0	0	82	26	66	0	9	3	0	16	0	0	3187	10	44	5	0	386	313	0	0	0	32	0	0	15	0	0	13	2	0	0	0	5	0	27	0	0	0	26	0	0	2	0	0	6	648	27	0	9	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P333TI1R.lib20	0	22	2	3	0	58	16	26	2	0	0	0	0	0	1700	184	27	3	15	24	39	0	0	0	0	0	264	0	156	0	49	16	0	3	92	0	28	83	0	0	0	46	0	0	0	0	0	0	31	7	2	0	175	0	64	0	0	0	0	37	38	667	142	220	423	0	0	123	28	0	0	164	7	35	23	55	0	0	81	122	18	0	90	0	0	0	0	12	0	24	0	2	7	3	0	811	856	7	106	0	15	2	7	6	9	2	4	166	35	56	21	26	0	0	0	2	0	4748	0	20	13	0	17	116	2	26	0	22	3	0	2	11	0	20	0	0	0	0	4	2	5	0	44	472	6	0	27	14	2	6	138	0	66	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P334TI1R.lib20	6	0	0	0	0	244	0	0	0	9	0	38	57	70	56	0	0	0	13	5	54	835	35	0	182	0	4	13	29	0	0	0	18	0	0	1287	0	0	0	328	0	0	2	0	0	0	0	0	18	0	0	0	92	0	0	28	2	0	4	69	184	1197	27	728	653	0	0	681	6	13	0	81	15	13	53	6	0	0	36	2	64	0	46	0	0	0	0	23	0	129	27	0	3	72	0	1223	456	4	36	17	83	0	15	8	9	0	0	148	29	32	18	8	0	0	0	0	0	2959	0	9	2	0	260	113	0	44	6	15	0	0	26	47	0	8	6	10	0	0	9	0	0	0	0	13	149	0	0	0	0	0	15	607	0	2	5	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
