feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Sphingopyxis	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Leucobacter	Cutibacterium	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Dysgonomonas	Alloprevotella	Parasediminibacterium	Dielma	Vagococcus	Clostridium_sensu_stricto_5	Howardella	Tyzzerella	Pseudoflavonifractor	CAG.352	f__Peptococcaceae.g__uncultured	Asticcacaulis	Pseudochrobactrum	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Comamonas	Aeromonas	Morganella	Proteus	Providencia	Shewanella	f__Yersiniaceae.g__unassigned	Halomonas	Dyella
4031.1.lib29	5	0	0	8	0	0	0	155	0	31	0	0	0	5362	644	0	162	0	0	0	1134	234	0	6	0	0	0	0	0	87	0	0	5	8	13	10	0	0	0	6	0	0	0	0	246	4	10	0	496	178	6	0	1646	0	3576	143	475	458	62	577	123	31	263	205	0	18	129	133	12	64	1450	26	119	0	350	0	0	33	0	543	0	436	923	95	877	40	12	254	11	62	44	444	52	57	0	10	0	0	0	2454	53	92	78	116	1492	21	44	7	158	0	0	0	34	8	0	137	0	0	0	0	0	0	0	0	6	15	0	2	0	0	0	0	0	0	0	408	0	56	0	0	0	0	16	0	0	0	0	0	0	0	8	2	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
4032.1.lib29	0	280	0	0	0	0	0	0	0	0	0	0	0	7983	0	0	0	0	0	0	0	317	1509	2	0	0	0	0	0	33	0	0	0	5	35	0	0	0	0	0	0	0	0	0	222	2	0	0	498	0	0	151	177	37	1771	771	313	236	0	246	15	24	152	59	29	84	30	90	3	38	380	18	0	4	0	0	152	10	10	19	0	385	2091	49	205	57	0	50	250	15	3	326	73	114	3	9	0	0	0	4713	0	66	3	386	1867	0	0	2	23	34	0	0	0	0	0	0	75	0	0	0	0	0	0	346	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
4035.1.lib27	0	275	0	0	0	0	0	0	0	18	0	0	0	2613	257	0	125	0	0	0	0	47	157	0	0	94	0	0	11	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	31	1766	0	0	86	0	21	12	0	67	5	0	0	0	260	6	0	2107	16	0	0	12	0	79	0	0	0	30	97	78	0	0	12	26	8	0	14	4	0	0	0	0	0	2	0	0	5496	0	9	0	21	0	2	0	0	0	31	0	0	0	0	0	0	28	0	2	0	0	0	0	87	0	14	0	0	0	0	0	0	0	0	0	59	0	53	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4036.1.lib29	0	0	0	0	0	0	0	2	0	34	0	0	6	4910	0	0	0	64	341	0	0	504	42	0	0	30	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	37	556	0	2	11	0	105	0	112	3139	0	0	4	0	12	17	0	31	0	0	0	0	0	0	0	0	0	0	3	306	0	39	13	0	63	0	0	0	0	13	0	0	29	3	0	0	89	0	0	0	7	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	14	372	0	0	2	0	0	0	4	8448	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	2	0
4038.1.lib29	0	28	0	0	0	0	0	0	0	13	0	0	0	7985	38	0	15	18	0	0	0	229	140	0	142	90	6	0	29	117	4	0	0	0	0	0	0	8	0	0	0	0	0	0	37	0	4	0	23	0	0	0	126	15	1083	76	367	1089	37	59	0	4	1001	19	25	6	0	51	0	0	425	27	0	0	40	0	106	0	0	0	74	946	456	0	62	16	3	5	4	9	3	21	0	0	0	4	0	0	0	2513	0	70	0	11	3735	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	5	0	0	0	0	0	0	0	68	635	2730	0	0	0	0	0	0	667	0	0	0	0	0	4	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
4039.1.lib29	0	2	0	0	0	0	0	47	0	13	0	0	0	3471	0	0	23	0	0	0	0	9	728	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	1061	242	299	598	0	0	38	23	417	7	0	91	24	95	0	0	37	0	0	0	0	0	6	0	0	0	2601	70	158	0	15	0	5	0	0	0	0	0	11	0	7	5	0	0	0	741	0	82	0	0	298	0	0	0	0	0	0	3	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	28	9569	0	0	0	0	3	0	0	0	3	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4042.1.lib27	0	112	0	0	0	0	0	36	7	3	0	0	0	3869	0	197	7	49	0	0	0	593	159	0	0	91	0	0	0	3	0	125	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	3	69	102	800	0	214	213	12	81	18	0	153	37	6	15	18	47	222	4	381	0	0	0	0	0	8	0	0	428	0	192	512	9	24	14	20	8	0	22	61	171	9	0	0	34	0	0	4	3724	0	40	6	79	635	4	0	5	27	94	0	5	10	0	0	0	8	0	8	407	84	0	0	156	0	2	0	0	0	0	0	260	0	0	0	8	198	9	0	0	0	0	0	15	71	0	0	3	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0
4045.1.lib29	11	271	0	10	0	0	0	361	6	0	0	59	0	6972	159	0	292	0	139	2147	0	338	434	0	0	32	0	0	58	25	0	20	0	0	0	0	0	18	0	0	0	0	0	0	215	20	7	0	57	0	0	0	687	115	1909	566	397	623	0	167	20	6	217	24	56	11	21	177	170	4	682	0	0	0	0	0	261	0	16	76	0	472	1092	16	37	30	0	0	48	2	0	346	69	0	0	167	0	0	0	4443	0	47	0	198	564	0	0	0	8	19	0	7	0	0	0	0	0	0	41	0	0	0	0	766	0	48	0	122	0	0	0	0	0	0	0	0	350	4115	85	0	0	6	371	0	505	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4047.1.lib29	5	3	0	7	0	0	0	438	0	0	16	11	0	1913	304	6	13	31	255	0	4212	371	82	0	0	119	0	0	0	34	0	0	3	0	0	0	0	0	0	0	0	0	0	0	54	12	4	0	114	8	0	1042	72	361	1200	543	209	1074	0	48	29	4	348	15	53	16	14	127	11	155	103	0	0	0	8	0	145	8	0	139	0	62	405	0	148	30	2	31	22	10	0	116	24	25	5	0	0	0	0	1266	0	28	0	0	1067	2	0	0	29	9	0	3	17	0	0	0	0	0	0	0	827	0	0	114	0	11	0	3	0	0	0	0	0	0	0	3	528	2537	20	0	2	0	14	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4050.1.lib29	0	12	2	0	0	0	0	234	7	8	0	0	0	15562	0	0	0	0	0	0	0	0	0	0	0	426	0	0	16	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	3	0	146	64	0	0	177	56	906	411	145	617	35	105	296	18	427	3	10	48	86	204	102	18	153	3	0	0	21	0	102	0	0	126	0	0	2193	5	67	158	12	41	0	16	51	48	19	19	0	3	0	0	0	2966	0	97	0	6	685	3	0	5	15	16	0	7	0	0	0	0	57	0	0	0	0	0	0	68	0	42	0	5	0	2	0	0	0	0	5	0	0	1084	0	15	0	0	515	0	6004	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4051.1.rerun.lib32	0	233	0	0	0	0	0	432	4	4	99	0	22	7875	164	127	0	0	103	1772	1985	289	227	0	0	166	65	0	0	13	0	127	0	0	0	0	0	0	0	0	24	5	6	0	115	5	0	0	219	0	0	0	107	74	1117	54	197	521	0	36	71	0	151	29	30	7	23	191	175	7	1570	0	0	0	40	0	40	0	0	7	0	80	337	8	59	57	0	56	51	0	23	541	87	54	6	0	0	0	0	4060	0	32	2	116	1019	4	0	0	7	213	0	0	13	0	0	0	30	0	15	0	0	0	63	1062	0	148	0	0	0	0	0	0	0	0	0	12	557	0	0	2	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
4052.1.lib29	2	177	0	0	0	14	40	446	0	0	29	5	84	1407	58	8	233	72	0	852	4100	81	300	0	42	8	618	57	0	43	0	0	15	20	0	0	0	6	0	0	44	0	0	0	23	0	0	0	65	0	0	2	16	17	1558	370	347	506	0	184	0	0	435	15	40	48	19	49	100	37	331	17	3	0	0	0	134	43	16	37	0	25	1279	20	28	28	27	28	20	47	7	477	16	44	0	66	0	0	31	3800	0	54	12	248	398	2	0	0	20	144	129	4	10	27	7	0	0	0	0	0	1239	0	6	0	0	4	0	0	0	0	0	16	0	0	0	17	197	2111	375	0	6	0	8	0	5180	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4055.1.lib29	0	161	0	0	0	14	17	289	0	0	18	3	63	1018	50	2	214	49	0	476	2775	72	218	0	17	6	766	81	0	39	0	0	4	22	0	0	0	8	0	0	61	0	0	0	20	0	0	0	62	0	0	12	15	25	1716	254	237	460	0	116	0	2	317	29	18	36	14	47	134	17	245	21	2	0	0	0	69	74	27	31	0	21	1155	30	19	34	19	59	24	101	14	740	21	59	0	92	5	4	25	2298	0	64	7	479	275	6	0	2	27	205	64	12	18	15	3	0	0	0	8	0	771	0	13	0	0	3	0	0	0	0	0	10	0	0	0	19	158	1698	256	0	8	2	8	0	1871	0	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4056.1.lib29	0	57	0	2	0	0	0	257	0	13	21	0	0	8013	0	220	0	0	0	0	0	148	0	0	0	153	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	8	0	0	0	0	0	0	6	395	4632	0	44	0	63	722	0	280	2412	0	0	0	68	109	8	0	21	0	63	0	0	7	322	0	0	75	908	2570	314	0	52	0	44	13	0	10	0	0	116	0	0	10	0	0	0	5376	0	40	8	0	938	8	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	14	0	144	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4058.1.rerun.lib32	33	258	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	12	0	673	0	25	0	0	0	0	22	3	0	0	0	0	0	41	0	264	0	0	0	0	0	0	160	11	0	0	0	0	0	474	598	117	2021	337	0	606	0	647	0	0	2475	432	412	209	20	51	10	15	7412	5	29	0	418	0	146	72	0	160	35	2364	882	281	228	0	273	0	0	0	6	472	0	0	0	0	0	0	0	5248	0	0	292	167	8222	0	0	31	0	127	0	0	0	0	0	0	186	0	4	0	0	0	0	360	0	502	0	0	0	0	0	0	0	0	0	0	0	4562	0	0	0	0	51	0	0	0	0	0	0	0	0	0	6	0	0	0	44	0	0	4	5	8	0	0	0	33	0	0	0	0	0	0
4059.1.lib29	0	31	0	9	0	0	0	0	0	12	0	0	0	2152	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	24	0	0	0	0	0	0	0	27	0	0	0	0	0	0	120	0	0	0	0	0	0	0	41	8	134	0	33	372	0	18	4	0	161	62	22	16	0	115	0	29	161	18	5	0	0	0	76	0	0	13	86	757	204	0	30	0	64	0	0	0	0	0	215	0	0	42	0	0	0	1380	0	51	62	0	314	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	2	0	2	81	662	0	5	0	0	0	0	0	0	0	3612	0	0	0	0	118	0	46	0	0	0	0	0	28	0	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0
4060.1.lib27	0	289	0	0	0	0	0	6	12	0	0	0	0	4412	324	224	100	208	625	0	0	661	207	0	0	0	0	6	0	14	0	6	0	0	4	0	0	0	0	0	0	0	0	0	73	0	0	0	626	77	7	71	443	85	2173	27	133	174	4	131	88	0	102	25	53	15	116	37	23	16	2406	0	0	0	3	0	109	0	0	78	0	176	920	9	15	17	16	4	11	0	12	607	176	467	20	36	10	0	4	4434	7	32	14	316	1037	0	63	0	34	0	0	27	0	0	2	0	0	0	5	0	845	0	0	0	0	10	0	0	0	0	0	376	0	0	0	12	244	2	0	0	7	0	6	10	0	0	0	3	0	0	0	0	0	2	0	0	0	0	35	2	0	2	0	0	0	2	0	0	4	0	0	0
4069.1.lib29	4	21	0	169	11	0	0	0	0	0	0	0	0	8124	0	0	0	0	0	0	0	88	297	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11691	0	0	0	0	0	0	0	137	97	2501	117	181	212	0	989	0	0	270	211	47	117	0	125	0	105	5458	0	21	0	130	0	416	70	0	0	0	0	1185	0	0	0	15	0	0	13	0	0	180	0	0	8	0	0	0	5109	0	0	0	49	4138	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796	0	0	0	3	0	215	0	0	88	0	0	0	0	808	0	0	420	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4070.1.lib27	0	84	0	0	0	0	0	2	0	0	0	0	0	11040	0	0	0	0	0	0	0	0	25	0	0	0	0	0	2	26	0	0	0	0	0	3	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1246	0	49	1332	0	0	0	0	90	0	0	7	100	0	52	0	214	0	0	20	0	0	0	0	0	18	0	0	0	4789	2010	208	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7650	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	167	5591	0	0	0	0	32	64	0	0	0	0	0	0	3	0	0	25	0	30	0	0	0	3	0	3	0	7	5	36	0	8	0	41	3	0
4072.1.lib27	18	135	0	17	16	0	6	808	2	12	0	7	9	4992	17	0	0	16	9	0	0	12	76	0	0	99	0	0	5	33	0	0	0	0	0	0	0	0	0	0	29	0	0	0	214	6	21	0	6	8	0	0	113	34	1700	0	516	944	8	102	114	5	151	67	13	18	91	256	81	0	1648	0	0	0	13	0	118	10	3	14	2271	1301	1178	6	17	45	10	18	0	3	3	176	39	2	0	8	0	0	0	3866	0	49	0	61	1262	13	3	0	7	0	0	62	20	0	54	56	18	2	0	0	0	0	0	61	0	55	0	5	0	0	0	32	0	0	0	0	386	907	0	0	80	0	48	0	20	0	0	0	0	27	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	13	0	3	0	0	0	0
4074.1.lib29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	20	0	4	0	0	0	0	0	0	191	0	0	0	0	0	0	3	0	15	1588	0	0	432	0	950	0	0	34	332	0	9	0	0	0	0	1552	0	4	29	78	0	0	7	0	0	427	3051	300	0	0	4	40	3	0	0	12	0	0	0	0	0	0	0	0	5276	326	54	7	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	405	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	5515	16	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4075.1.rerun.lib32	2	23	0	5	7	0	301	0	9	27	0	0	0	3253	255	50	79	152	0	17	0	521	676	0	165	99	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	181	54	5	0	0	408	2689	0	533	311	41	182	74	3	81	0	35	109	285	229	6	18	265	0	0	0	0	0	290	0	8	59	0	608	1858	0	74	41	0	46	13	28	63	116	62	46	23	5	0	4	0	3153	22	90	5	0	1652	0	17	17	20	0	0	0	19	0	0	0	0	0	0	0	0	0	0	112	5	100	0	0	0	0	0	153	0	0	2	4	189	0	0	0	0	0	0	3	212	0	0	31	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	8	4	12	0	0	0	0
4076.1.lib27	0	459	0	9	0	0	0	66	0	0	2	0	0	1134	46	5	0	29	0	0	0	133	62	3	0	17	135	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	159	11	4	0	246	0	125	281	43	33	808	28	0	117	74	0	0	10	14	180	0	0	53	48	11	0	155	37	0	0	85	0	86	7	87	0	0	5	1263	48	9	14	17	31	27	13	6	164	30	414	3	0	20	0	0	1400	0	42	17	506	360	2	0	2	48	39	0	4	4	0	2	2	0	0	8	0	4	0	0	101	0	71	0	3	8	0	0	101	0	0	3	13	110	34	1807	0	2	4	178	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	9	0	4	0	0	2	0
4078.1.lib29	0	95	0	0	3	0	0	260	0	0	36	57	0	10866	0	0	0	0	0	0	29	0	4	0	0	0	0	0	0	36	0	0	0	0	0	0	0	73	0	0	0	0	0	0	59	14	0	0	0	0	0	0	0	15	1729	0	215	622	0	14	0	0	205	0	10	0	0	78	0	0	9252	0	0	0	39	0	0	0	0	92	3424	272	540	0	88	17	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	180	4	0	1200	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	206	19106	6	0	0	0	0	6	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	5
4082.1.lib29	0	14	0	0	0	0	0	21	0	5	0	0	0	3101	0	0	30	12	0	0	110	39	87	0	0	0	0	0	4	79	0	10	0	0	0	0	0	0	0	0	0	0	0	0	36	0	13	0	32	37	0	0	60	23	1462	38	214	1006	23	144	54	13	730	37	102	0	29	238	6	37	1019	0	0	0	9	0	79	8	0	92	21	1159	608	7	28	6	3	12	7	2	0	220	48	4	0	12	0	0	0	2968	0	98	2	9	3038	5	0	0	2	11	15	2	0	0	0	0	366	19	0	0	163	0	0	48	97	0	0	3862	0	0	0	3	0	0	0	16	183	331	0	0	2	0	14	0	237	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4084.1.lib29	0	18	0	8	0	0	0	106	18	0	9	0	108	2318	0	0	270	0	0	2905	0	247	34	0	0	0	465	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	158	15	5	0	248	19	0	473	360	10	779	318	278	193	0	553	33	0	78	29	38	43	43	28	62	37	1343	0	0	5	53	0	38	21	28	0	0	187	1589	20	32	29	0	80	64	4	0	778	101	124	31	30	0	0	0	11489	0	0	0	410	370	4	14	0	210	33	21	31	43	0	0	0	7	0	35	0	490	0	0	0	0	11	0	0	2	0	0	143	0	0	0	288	25	3234	0	0	8	0	44	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4092.1.lib29	0	2	0	0	13	0	0	0	13	31	0	0	0	5354	0	0	0	0	0	0	0	0	92	0	0	0	0	0	7	52	3	0	0	9	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	16	76	41	1841	0	144	503	0	261	0	64	325	7	29	11	0	350	335	0	1788	0	0	0	0	12	265	31	0	58	9	558	1103	37	0	283	23	9	0	49	65	25	0	12	0	7	3	9	22	4593	0	58	88	6	0	17	0	0	0	0	26	0	0	0	0	0	96	45	60	0	0	0	0	264	0	68	0	54	0	0	0	0	0	0	0	0	274	116	0	42	0	0	10	0	0	0	0	0	0	0	2	0	3	6	0	0	0	0	0	0	3	6	0	0	0	10	0	3	0	0	3	0
4094.1.lib29	0	87	0	3	0	0	0	250	7	46	0	0	0	4720	0	0	0	25	64	0	0	100	5121	0	0	0	0	0	39	299	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	0	53	0	0	889	99	541	3095	342	525	905	0	905	0	0	605	993	17	108	64	322	36	82	1286	0	0	0	122	0	106	0	0	0	71	3389	2560	21	547	0	0	5	0	3	0	53	26	5	0	12	0	0	0	9820	0	35	0	22	2201	0	2	0	12	0	0	0	0	0	0	0	101	0	0	0	0	0	0	24	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
4095.1.lib29	9	59	0	0	2	0	0	48	0	6	163	0	0	4508	0	0	0	0	0	0	2943	0	81	0	0	0	0	0	165	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	164	0	0	0	0	0	0	1266	34	180	1757	810	346	417	0	469	0	2	465	153	24	69	0	122	17	16	2367	0	33	0	0	0	91	0	0	283	247	522	557	0	89	0	4	0	0	2	0	0	6	0	0	0	0	0	0	2207	0	87	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	4274	0	0	0	0	0	0	0	0	969	0	0	0	3	0	0	0	0	0	5	163	42	0	4003	0	0	46	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4097.1.lib27	0	549	0	0	0	0	0	491	27	0	44	206	0	2908	0	59	0	52	67	0	0	381	255	0	50	114	135	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	65	0	0	124	1529	42	2318	0	248	442	0	844	3	0	777	229	15	87	0	24	99	64	3021	0	0	0	0	0	347	91	0	80	6	547	839	37	66	25	66	9	62	50	0	151	19	0	0	63	9	4	0	2127	0	85	60	0	969	0	0	0	19	0	0	24	33	0	0	0	0	0	24	0	3137	0	6	0	0	0	0	0	0	0	0	330	0	0	0	0	311	2100	0	0	0	0	7	2	0	0	0	49	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4099.1.lib27	0	289	0	0	0	0	0	779	44	16	0	0	12	3425	174	0	33	22	0	0	0	402	525	0	90	68	435	0	5	84	0	22	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	111	49	0	0	362	465	4564	0	319	382	0	417	0	0	239	14	41	101	419	255	173	21	1627	6	0	0	9	0	255	0	0	99	0	448	2059	8	89	61	17	16	6	22	13	218	66	31	0	116	12	8	0	5216	0	51	15	13	1846	17	0	3	33	27	0	10	18	0	0	0	0	0	0	0	0	0	0	234	0	13	0	0	0	0	0	0	0	0	0	11	190	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	2	0	0	0	27	18	0	0	0	0	0	0	0	0	0	0	0	0	0
4105.1.lib27	2	286	0	0	0	7	17	110	0	0	46	60	5	1093	15	0	0	3	0	0	32	9	21	0	0	0	7	4	0	16	0	342	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	7	2	0	104	32	35	1734	1353	228	666	0	384	46	0	166	39	205	14	121	64	3	2	2110	0	0	0	6	0	135	0	0	34	12	1482	524	0	24	28	2	11	0	0	0	75	30	0	0	0	0	0	0	5046	0	8	0	0	2375	0	0	5	2	0	0	9	3	0	0	0	38	0	55	8	117	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	102	165	0	2	0	0	0	8	8	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0
4106.1.lib29	0	3	0	0	0	0	0	0	0	28	0	0	0	4893	0	0	0	0	0	0	0	199	0	0	0	46	0	0	38	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	26	0	0	0	58	0	0	0	0	4	2345	0	173	12	0	132	0	16	446	343	0	43	227	112	0	0	1684	5	0	0	126	4	102	0	0	0	7	75	1310	20	125	21	36	5	0	23	0	0	0	0	23	41	2	0	0	2414	0	26	0	3	447	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	4	0	0	0	0	0	0	0	0	0	0	208	2969	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4108.1.lib29	0	0	0	0	0	0	0	26	0	0	0	0	0	1952	0	0	0	0	0	0	0	2	0	0	0	35	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	27	0	3	863	13	2	259	0	33	0	15	224	88	77	0	0	34	0	0	2439	0	0	0	0	10	7	0	0	153	4	486	206	0	70	0	0	0	0	0	0	13	3	0	0	0	0	0	0	1330	0	35	0	0	170	0	2	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	26	1651	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4109.1.lib29	4	583	0	4	0	0	0	261	0	30	0	0	0	8537	196	21	0	0	862	0	0	3	0	0	0	0	0	0	2	51	0	0	0	0	0	0	0	13	0	0	0	0	0	0	305	0	0	0	0	40	0	11	987	816	3700	694	586	814	156	538	0	55	497	40	99	45	8	245	0	0	430	0	0	0	12	12	183	15	0	1504	12	361	560	0	132	8	10	0	3	0	0	0	0	75	0	5	3	0	0	8136	0	139	4	103	2515	5	0	0	0	0	0	0	0	10	0	79	176	0	0	0	0	0	0	148	0	119	0	68	0	0	0	0	0	0	0	0	214	6127	0	16	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4115.1.lib29	3	0	0	0	0	0	0	0	0	0	0	0	0	7269	0	0	0	0	0	0	0	0	17	0	0	3	0	0	174	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	7	6	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	6234	166	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	6	308	56	1246	0	0	0	0	0	0	0	0	170	32915	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
