feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	f__Prevotellaceae.g__uncultured	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Solobacterium	Turicibacter	X.Clostridium._innocuum_group	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Mitsuokella	Allisonella	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Actinobacillus	Haemophilus	Victivallis	Akkermansia	Alloscardovia	Corynebacterium	Dysgonomonas	Porphyromonas	Campylobacter	f__Erysipelotrichaceae.g__unassigned	Abiotrophia	Enterococcus	Lacticaseibacillus	Lactobacillus	Leuconostoc	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Robinsoniella	DTU089	X.Eubacterium._nodatum_group	Anaerococcus	Peptoniphilus	Clostridioides	Anaeroglobus	Veillonellaceae	Sphingobium	Citrobacter	Klebsiella	f__Enterobacteriaceae.g__unassigned	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter	Pseudomonas
run06-109	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	64	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13916	0	0	0	15	326	20	0	0	191
run06-112	0	2243	0	0	0	0	1039	22	15	0	2	6	0	0	0	666	72	0	0	0	54	0	0	0	0	0	0	0	0	669	0	0	0	68	0	0	0	39	0	0	0	0	0	0	0	0	181	0	19	11	0	56	0	5	140	0	0	0	40	9	0	233	233	700	0	105	34	9	0	154	10	0	5	39	34	0	248	0	46	0	0	0	61	230	0	0	88	4	233	9	24	14	14	299	30	479	32	34	0	5	38	31	28	50	6	0	306	26	28	0	0	0	0	1756	8	1398	0	20	16	4	217	181	32	0	3	6	6	0	202	0	0	15	0	0	3	0	44	0	48	0	0	0	0	0	0	132	0	0	0	0	0	82	0	694	0	0	0	35	0	0	0	0	0	0	0	51	0	0	3	0	0	0	0	7	0	0	0	16	2	0	0	0	0	0	0	10	11	38	0	0	0
run06-113	168	163	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	12	0	3	0	0	0	0	0	13073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4623	16	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	4	0	0	190	0	0	0	0	0	0	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
run06-114	248	10	15	217	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3231	0	6	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	2	0	7	1144	12	0	0	0	4	0	0	0	0	0	0	0	2	0	0	9	0	0	0	4	0	21	0	4210	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	2	0	6	0	0	0	4	2	0	0	0	0	0	5	0	8	0	0	0	0	8	21	0	0	0	2	0	0	5	0	0	0	0	39	0	0	0	6	0	0	0	0	0	0	0	3	44	822	0	0	0	0	0	0	0	0	0	7	1297	0	0	0	190	442	0	464	4	0	0	0	0	0	0	0	0	0	0	0	415	12	616	1426	0	0	0	0	0	0	0	0	0
run06-116	10	238	13	0	0	0	652	3	0	194	0	6	0	0	0	3407	0	229	0	213	109	0	0	59	0	0	0	0	0	39	34	0	34	60	0	0	0	9	0	0	0	0	7	0	0	0	47	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	24	1486	0	0	0	27	0	1154	0	0	16	665	0	0	0	0	0	100	0	0	0	185	0	0	0	10	393	0	0	0	144	100	1195	352	107	83	0	20	31	36	0	53	0	0	78	0	0	14	0	0	0	0	10	1887	0	37	0	0	0	771	11	0	0	22	0	0	0	0	0	0	0	0	0	0	29	0	18	4	0	186	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	0	0	21	0	2	5	2	0
run06-117	3	41	16	5	0	0	633	0	0	7	30	0	0	54	51	3010	160	104	0	155	28	106	8	149	0	0	0	0	0	245	103	0	8	80	160	0	0	0	387	0	0	41	2	0	0	0	0	0	0	66	19	28	7	0	244	0	10	64	58	0	0	197	1060	1916	0	97	809	4	0	604	0	0	0	311	416	0	123	13	115	110	0	0	1127	0	0	0	101	0	313	0	0	4	117	64	286	1280	37	43	0	24	0	14	371	0	0	0	313	84	137	2	77	0	2	0	3	6020	0	137	0	0	20	217	0	0	0	2	3	0	283	25	0	151	13	2	0	2	2	0	0	0	0	230	0	0	0	0	0	85	0	0	307	26	116	0	0	60	0	308	0	38	0	9	0	3	24	0	0	0	0	0	0	0	0	13	98	0	0	0	0	18	0	0	0	0	26	0	0	0	0	7	7
run06-118	18	0	19	11	0	0	804	0	0	0	0	3	0	0	0	5300	0	0	0	0	0	0	0	0	0	0	0	0	0	35	60	0	0	45	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	2	0	0	356	366	1624	0	93	395	0	0	78	0	0	45	1418	84	6	38	0	206	0	26	0	515	0	256	0	37	0	142	0	16	4	61	0	498	2015	84	64	0	112	0	138	202	0	0	0	22	216	0	0	64	0	0	0	0	15	0	0	0	0	483	25	2	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	718	0	183	0	0	0	330	0	2	0	0	0	3656	0	0	0	0	0	0	0	3	0	0	0	7	3	33	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-121	19	16	109	2	0	0	474	0	0	1362	0	6	0	0	0	3272	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	430	35	0	0	0	22	0	0	0	0	0	0	0	4	1894	0	0	0	58	0	35	0	0	484	1112	33	0	2	0	784	0	0	0	6	57	0	0	68	55	17	0	0	0	431	931	907	1231	0	79	0	15	98	33	0	0	0	0	119	0	3	0	5	0	0	0	0	230	56	26	0	8	0	30	13	5	0	0	0	0	8	0	0	0	0	0	0	0	523	0	0	0	5	0	0	0	0	6	0	51	0	0	24	0	113	333	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	119	0	0	0	0	384	0	0	0	0
run06-123	0	18	13	0	3	0	95	20	14	3	4	2	37	126	56	864	24	2	0	13	30	0	1864	76	0	611	2439	0	0	128	106	12	0	9	157	6	0	0	4	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	26	0	0	0	5	0	0	155	447	2257	0	12	269	4	0	24	4	25	5	629	0	13	65	0	34	30	68	0	97	0	0	0	0	3	749	0	0	0	91	0	106	354	0	73	0	41	2	14	116	7	7	0	247	72	85	5	39	0	12	0	0	1746	0	70	0	0	106	55	2	0	0	0	0	0	302	0	0	30	3	93	0	5	36	10	0	0	0	175	0	0	11	0	0	0	2	0	9	11	25	183	0	0	7	53	0	0	0	0	0	0	0	150	11	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	5	0	0	156	0	0	6
run06-124	0	757	0	0	0	0	466	0	22	97	0	0	0	0	13	1798	207	0	0	0	0	0	0	0	0	0	0	0	0	185	29	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	17	0	0	56	0	0	0	0	0	6	0	0	651	0	0	0	231	3401	0	29	638	0	0	273	8	0	6	98	0	0	73	295	84	7	15	0	105	18	0	0	112	3	223	0	0	0	0	74	311	190	24	16	0	25	40	2	5	0	48	0	146	0	0	0	0	0	6	0	0	530	31	173	24	0	25	0	23	0	0	8	0	0	27	0	0	7	0	0	0	0	41	0	0	0	0	0	0	0	0	45	0	6	0	0	0	0	62	23	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	69	30	0	2
run06-125	0	2043	0	0	0	0	0	0	0	96	0	0	0	0	0	2491	0	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	13	0	0	15	2	0	0	0	0	0	0	0	0	0	0	98	1143	2164	0	230	0	0	0	33	0	12	73	356	0	0	0	0	35	0	0	0	129	0	2	0	38	2	132	0	0	0	0	759	585	190	0	36	0	0	7	7	0	34	0	0	7	0	0	0	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	4	27	3	0	0	130	0	0	0	0	68	0	0	0	0	0	0	23	108	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0	7	0	0	2	0	0	0	0
run06-126	128	364	117	0	0	0	72	0	6	0	0	0	0	84	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	3	573	95	0	76	0	0	0	0	0	5	0	0	0	0	1997	0	0	386	9	0	0	0	0	0	95	0	0	0	0	0	114	7	0	0	13	0	0	0	0	0	0	0	0	0	234	4183	21	0	18	0	441	506	0	0	2	0	0	13	3	0	0	0	0	0	0	0	490	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0	16	8	0	122	10	6	0	0	77	2927	0	28	0	0	0	3	0	10	0	0	40	0	19	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
run06-128	16	6	11	0	0	0	319	26	14	0	0	0	0	177	0	2720	2	4	0	8	45	2	0	0	43	45	9	0	3	21	344	0	0	0	0	0	14	0	8	13	0	7	0	0	0	0	0	0	0	68	2	0	4	0	10	3	8	0	8	2	0	0	19	331	0	326	42	0	0	243	0	8	0	548	15	29	18	4	98	41	24	2	105	0	0	0	26	0	48	2	0	0	98	0	31	1700	10	29	0	44	44	113	0	14	0	0	56	24	31	16	0	0	0	0	0	658	8	14	17	0	0	150	4	2	0	5	0	6	16	12	0	7	6	5	3	0	0	0	2	0	0	24	0	0	0	0	0	14	0	5	20	143	192	2154	0	21	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-129	157	129	172	18	39	7	825	0	0	0	7	0	123	78	49	585	5	5	3	5	19	7	0	22	0	41	46	0	0	146	65	0	0	0	63	0	0	0	19	0	0	340	0	0	16	3	0	118	4	1025	88	3	188	0	145	94	52	0	12	0	0	0	13	531	57	279	322	0	0	54	11	47	0	49	3	22	14	87	20	68	25	13	199	0	0	0	33	0	53	32	10	0	43	0	2220	346	8	6	0	4	0	66	74	0	0	0	537	32	156	6	0	0	0	0	0	720	0	37	39	0	95	348	0	0	3	37	5	2	130	13	0	28	13	97	51	38	19	261	67	2	66	47	0	0	2	45	16	114	238	18	20	0	54	19	9	331	4	53	0	5	0	0	37	10	9	15	0	0	5	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
run06-130	0	204	0	0	96	16	1960	0	0	3	30	0	163	135	23	787	50	2	0	21	19	0	549	0	489	0	920	0	0	142	117	0	0	13	66	4	485	0	37	0	0	461	0	0	0	0	0	0	0	28	0	0	0	2	5	0	0	0	20	0	0	555	126	1605	35	282	576	3	0	1305	7	35	0	441	278	27	147	49	21	64	25	0	122	0	0	33	0	0	136	0	0	0	497	18	1979	358	0	32	0	37	24	40	0	38	0	0	20	7	16	0	0	0	6	0	0	955	0	46	23	0	0	203	10	0	0	5	0	5	0	5	0	30	6	0	4	0	79	0	47	0	0	239	0	103	2	0	80	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-131	8	13	0	0	0	0	1029	0	0	54	0	12	0	155	9	2686	16	21	0	9	5	0	0	0	0	0	0	0	0	46	152	0	0	39	0	0	0	1	63	0	3	0	3	0	0	0	59	0	0	10	8	0	0	0	8	0	17	0	0	0	0	0	20	1912	1	336	569	26	0	24	15	0	6	165	0	2	3	5	65	114	0	0	633	3	0	0	0	11	81	0	0	0	13	102	2081	588	0	28	0	20	20	6	0	3	0	0	78	7	7	0	5	0	2	0	0	952	0	47	25	0	9	287	2	0	3	0	0	0	3	0	0	15	6	3	2	0	0	9	0	0	0	52	0	0	0	0	0	6	7	0	0	0	36	1380	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0
run06-132	3	169	0	0	0	0	2137	5	3	36	0	5	201	0	0	3511	88	22	4	9	35	115	0	0	0	0	0	0	0	140	39	0	13	19	0	0	0	0	246	0	9	0	0	24	0	0	0	0	0	0	0	0	0	0	114	2	17	4	10	0	0	457	224	3668	53	201	828	0	0	406	17	0	0	1166	16	158	153	10	82	11	8	0	410	0	8	5	6	1	251	16	5	3	54	644	1995	2492	5	36	0	66	187	40	20	24	0	15	356	125	71	6	53	0	0	0	5	2006	0	198	219	0	342	627	9	6	5	0	0	0	38	0	0	39	0	0	2	0	22	0	0	0	32	261	0	0	14	0	40	0	0	0	442	278	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-133	80	15	72	10	0	0	399	0	0	0	0	0	71	2	0	2289	15	65	0	0	14	0	0	0	0	0	0	0	0	32	91	0	0	28	0	0	0	0	432	0	0	85	0	0	0	0	5	0	0	235	25	0	33	0	0	0	3	0	0	7	0	0	42	1033	0	673	21	0	0	14	9	0	14	961	0	6	0	0	97	0	0	10	627	3	0	0	0	0	21	0	0	0	0	2164	481	1042	0	25	0	0	15	6	3	9	0	4	15	0	0	0	5	0	4	0	0	1700	0	98	13	0	0	99	22	0	0	0	0	0	0	0	0	9	0	6	5	7	0	82	0	0	7	35	40	0	0	0	11	51	11	15	5	0	897	1295	0	24	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
run06-134	20	737	9	11	0	12	1439	0	0	0	18	0	108	57	20	2099	0	15	0	0	25	26	0	10	0	117	101	0	11	70	176	2	0	0	15	4	4	0	47	0	0	0	0	6	109	0	0	0	0	51	4	0	5	0	7	0	0	0	4	0	0	110	47	992	58	303	440	0	0	78	12	0	0	260	16	39	29	5	37	28	2	0	1078	7	0	0	0	0	136	0	0	0	4	0	1033	73	0	46	0	5	5	41	2	8	11	0	135	0	8	7	6	0	0	0	0	1176	3	64	7	0	72	560	2	5	0	8	0	3	34	7	0	17	0	105	7	5	0	2	10	0	45	109	0	0	0	0	26	2	0	0	95	0	208	0	0	2	0	6	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-135	8	444	2	3	0	0	1101	0	0	15	0	0	0	0	34	1798	3	11	0	0	9	0	0	0	0	0	0	0	0	10	27	0	0	13	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	77	10	0	10	0	0	0	0	0	0	0	0	151	864	1943	0	308	1112	5	0	994	21	0	4	571	205	44	191	346	70	19	0	0	293	0	0	0	3	0	35	0	0	0	496	88	186	615	7	53	0	0	5	0	0	2	0	0	4	0	0	0	0	0	0	0	0	850	0	47	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	11	0	0	0	0	0	0	28	0	8	230	0	413	1132	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-150	22	0	0	0	0	0	0	0	18	215	0	13	0	0	0	6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	47	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	51	1266	0	112	0	76	0	40	0	0	151	709	323	0	0	0	0	0	7	0	2416	54	0	0	204	17	0	0	0	0	38	990	1396	984	63	31	0	0	79	73	0	0	0	0	2	0	0	0	0	0	7	0	0	1601	0	46	0	0	135	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	276	2	0	0	266	0	0	0	0	97	0	47	0	0	0	0	104	0	0	4	0	0	0	0	21	0	0	0	0	42	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
run06-151	7	311	6	0	0	18	0	0	73	0	0	0	0	4	0	4332	0	0	0	0	0	0	0	0	0	70	0	0	0	384	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	9	475	0	0	0	0	0	0	0	0	21	0	0	0	37	4147	0	313	47	0	0	283	0	0	38	942	20	0	347	0	0	0	0	0	766	0	0	0	0	6	0	0	0	0	207	21	0	2072	0	147	0	0	0	0	33	181	0	0	0	0	0	0	0	0	0	0	0	757	0	49	0	0	28	639	0	69	0	0	0	0	0	0	0	0	0	9	0	0	408	0	0	0	507	0	0	0	0	208	13	296	7	0	0	151	0	1231	0	11	0	1030	2	3	0	0	0	0	0	561	0	18	0	167	0	0	0	0	0	0	4	0	0	0	0	0	0	123	0	0	0	4	0	0	0
run06-152	13	486	0	0	0	0	0	41	110	198	0	37	0	0	0	1484	8	60	4	0	34	0	0	0	0	0	0	0	0	288	47	0	0	74	0	0	0	16	31	0	0	0	3	0	0	62	2	0	0	31	0	0	0	0	57	130	0	5	303	2	0	83	91	1416	46	351	1093	0	0	194	9	0	2	81	6	59	109	83	57	0	35	0	89	0	0	0	14	0	86	0	42	3	61	20	323	647	36	32	5	28	0	11	88	26	0	0	522	18	148	16	47	0	0	0	0	1117	3	119	21	6	616	1399	4	3	4	60	4	0	36	5	0	5	26	0	8	0	129	0	556	0	0	0	0	0	0	43	0	45	0	0	0	118	0	0	0	44	4	86	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-154	11	1133	8	0	0	105	2984	0	17	24	0	8	144	106	10	2553	169	5	17	0	24	0	0	15	0	18	0	0	0	54	67	0	0	47	0	1	0	25	0	5	13	0	0	41	0	0	5	0	0	232	7	0	0	2	14	4	0	0	11	5	0	0	170	2646	0	281	642	47	6	123	30	0	38	126	0	0	0	0	0	32	0	0	463	27	26	4	8	12	35	0	0	0	7	1014	590	497	0	98	0	160	38	61	27	95	29	127	328	19	29	33	81	3	4	0	0	1095	203	68	519	0	118	536	15	0	4	18	0	0	5	0	0	9	3	0	11	35	37	0	24	0	68	40	0	0	0	5	0	14	0	2	2	0	97	11	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	106
run06-156	0	28	0	0	60	501	13	0	0	0	7	0	0	2	0	1944	13	0	0	0	15	59	13	69	0	0	72	0	230	81	19	0	0	0	0	0	416	0	0	0	0	25	0	0	234	0	0	0	10	12	0	0	0	0	0	5	0	0	0	0	0	0	400	7348	282	523	1079	0	0	413	0	393	0	481	0	152	464	9	123	73	56	0	3199	0	0	0	0	0	414	0	48	0	111	0	84	2147	30	351	0	3	3	13	724	61	0	0	220	38	19	19	5	0	15	0	0	331	0	5	0	0	44	1810	0	0	0	5	0	0	108	0	0	0	0	0	17	0	0	0	0	0	0	156	0	239	9	123	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	2	0	0	0	0	0	0	7	0	0	0
run06-162	9	1053	0	0	0	0	0	0	0	19	0	0	0	104	0	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	366	0	5	76	0	0	0	0	0	0	0	24	38	0	0	0	46	3384	0	0	477	0	0	0	0	0	13	664	108	0	10	0	0	13	0	0	262	0	0	0	0	0	16	0	0	0	0	3742	472	187	55	0	0	109	242	49	0	92	0	0	0	0	0	0	60	0	0	0	14	50	2	28	0	0	1475	21	0	0	0	0	0	0	37	0	36	0	0	0	0	0	526	0	92	0	0	0	0	0	0	0	0	495	5	3	0	6	0	293	0	0	0	0	0	0	26	0	0	0	0	213	6	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	12	2	15	0	0	0
run06-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1605	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10985	0	0	0	0	154	0	0	0	9
run06-167	8	191	11	0	0	0	0	0	0	0	0	0	0	0	0	47	3	0	0	0	2	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	2	0	2	0	0	0	9505	0	0	0	0	16	4	5	6	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	5	0	0	0	1	0	0	0	0	0	172	0	0	3	0	0	0	0	0	0	18	282	0	0	0	0	0	0	2125	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	6
run06-168	143	18	27	334	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3088	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	5	1155	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	5468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	9	0	0	0	0	0	0	0	0	53	1004	0	0	0	0	0	0	0	0	0	0	1794	0	0	0	184	450	0	487	5	4	0	0	0	0	0	0	0	0	0	0	693	23	607	1987	0	0	0	0	0	0	0	0	0
