feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Patescibacteria
Cah8-297-CE	-3.24295264408252	-2.02013638683689	-6.2328989794186	-7.67010785969606	-0.699632874557342	-15.3637013070884	-7.18650607393415	-7.15043681922662	-15.6805518260777	-15.3571395900055
Cah8-297-RE	-3.10808168628944	-2.12876041705726	-6.60043563144931	-9.20811820867054	-0.675808671543979	-15.3637013070884	-7.17417087674721	-6.57806781842085	-15.6805518260777	-15.3571395900055
Cah8-298-RE	-4.17604624847227	-2.59270248008463	-13.8474489039824	-15.3571395900055	-0.378343823139453	-15.3637013070884	-6.70507872103471	-15.5083312572928	-15.6805518260777	-15.3571395900055
Cah8-299-CE	-3.80505326659837	-1.74116523829956	-13.8474489039824	-7.70576528727776	-0.734958817612624	-13.99116750614	-5.47546766785597	-10.1331865110124	-15.6805518260777	-11.8212425046977
Cah8-300-CE	-3.27104551844579	-1.83399210872845	-8.68455909760735	-7.4264069131533	-0.797709095546875	-11.8940124632363	-4.97514922596171	-11.434580844599	-15.6805518260777	-15.3571395900055
Cah8-301-RE	-4.96704788496523	-1.47023245365089	-8.31590430725959	-8.83946626331661	-0.856353894514534	-15.3637013070884	-4.33829253901045	-15.5083312572928	-15.6805518260777	-15.3571395900055
Cah8-302-CE	-6.81090576149022	-1.52254719929656	-13.8474489039824	-9.64740702920734	-1.02211566282694	-15.3637013070884	-2.74292293130591	-15.5083312572928	-15.6805518260777	-15.3571395900055
Cah8-302-RE	-5.76727231140176	-1.58257361998213	-13.8474489039824	-8.18116798629105	-0.998365075400887	-15.3637013070884	-2.79844820728494	-15.5083312572928	-15.6805518260777	-15.3571395900055
Cah8-303-CE	-3.67759480323476	-2.25715377954161	-13.8474489039824	-10.8589245679493	-0.531612526760637	-15.3637013070884	-6.01164346147896	-7.68899956650701	-15.6805518260777	-15.3571395900055
Cah8-303-RE	-3.53752335387005	-2.27807234824142	-13.8474489039824	-10.8555011762772	-0.54694882963757	-15.3637013070884	-5.91005733989925	-7.36364807994749	-15.6805518260777	-15.3571395900055
Cah8-304-CE	-5.81657598632094	-1.82303100845824	-13.8474489039824	-7.63371192917113	-0.98681652477187	-3.22744183438212	-3.80962992070807	-6.39044077815876	-15.6805518260777	-15.3571395900055
Cah8-304-RE	-5.65618599749436	-1.86224379299504	-13.8474489039824	-8.065394417971	-0.935114490903988	-3.41596438337169	-3.79719830702143	-6.29167027379468	-15.6805518260777	-15.3571395900055
Cah8-305-CE	-2.6808560414474	-1.48118768777231	-13.8474489039824	-11.1373571389859	-1.04611067363955	-15.3637013070884	-9.77478705960117	-15.5083312572928	-15.6805518260777	-15.3571395900055
Cah8-305-RE2	-5.92216445692906	-1.27709387731757	-11.2696276439236	-8.79158034711891	-1.00552020342453	-15.3637013070884	-3.83678751200123	-12.7550544710938	-15.6805518260777	-15.3571395900055
Cah8-308-CE	-6.01675543803617	-1.54863958534645	-11.736486494786	-9.01402047031493	-0.793678788543249	-15.3637013070884	-3.98159899262256	-11.5989829710361	-15.6805518260777	-15.3571395900055
run02-105	-5.31445626139151	-11.4822317430232	-13.8474489039824	-15.3571395900055	-1.6109911181494	-15.3637013070884	-0.627054996576527	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-108	-2.74763702653346	-3.67276824712325	-13.8474489039824	-15.3571395900055	-0.607253477433901	-10.1237295200008	-3.11589524601183	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-114	-3.16591337365441	-2.19268607046788	-13.8474489039824	-9.33223742286667	-0.852146333663279	-15.3637013070884	-3.12879529527158	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-116	-2.73614315516575	-1.78880006675792	-13.8474489039824	-7.51312442817984	-1.12486790976212	-15.3637013070884	-3.37357307578105	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-153	-4.41620804298678	-10.4606021623452	-13.8474489039824	-15.3571395900055	-1.54685789569565	-15.3637013070884	-0.71264898300151	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-156	-3.79366825785135	-2.32983564086234	-13.8474489039824	-15.3571395900055	-0.545967592168111	-15.3637013070884	-4.57976638878836	-8.80556907182874	-15.6805518260777	-15.3571395900055
run02-162	-3.70163252105393	-2.09425615099523	-13.8474489039824	-10.0964014228268	-0.748727330921317	-15.3637013070884	-3.42802291391799	-15.5083312572928	-15.6805518260777	-15.3571395900055
run02-164	-2.76132014617833	-1.97679900511023	-13.8474489039824	-7.31204145327848	-0.893351087715166	-15.3637013070884	-4.21617290729637	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-104	-5.49434662025448	-2.49326716263518	-13.8474489039824	-15.3571395900055	-0.928953756999329	-15.3637013070884	-1.865077264354	-15.5083312572928	-15.6805518260777	-11.0706959906709
run03-108	-4.89513988995409	-1.77424045660188	-13.8474489039824	-9.56958439956224	-0.744625659033718	-10.2894764803695	-3.75123047855538	-10.3769393216198	-15.6805518260777	-13.3769393216198
run03-110	-6.3670309811679	-11.4822317430232	-13.8474489039824	-15.3571395900055	-0.615034652398656	-8.361471455826	-3.38736578012123	-2.08377275889713	-11.0619111739671	-15.3571395900055
run03-115	-5.58860390359243	-2.3148119290898	-7.36268997924274	-5.44154539995398	-1.1093202286639	-2.5476814846417	-3.23604041914257	-6.88385582938292	-15.6805518260777	-15.3571395900055
run03-123	-2.42260069186228	-2.84095473292558	-13.8474489039824	-9.38177467840354	-0.810496059888941	-11.2822390048526	-3.29582806960058	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-124	-3.60824401518725	-1.83792820637824	-13.8474489039824	-15.3571395900055	-0.903354052084005	-15.3637013070884	-3.2704146764133	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-126	-2.60005431925168	-2.38935248600414	-13.8474489039824	-15.3571395900055	-0.761470755509247	-13.3457286432538	-4.20959195526778	-15.5083312572928	-15.6805518260777	-12.6087630490876
run03-129	-4.22014847792523	-1.7108058966245	-13.8474489039824	-14.3571395900055	-0.712156734776455	-15.3637013070884	-5.04199002774916	-15.5083312572928	-15.6805518260777	-14.3571395900055
run03-131	-4.49876146567185	-1.62190969644472	-13.8474489039824	-5.52096534539624	-0.940182123810955	-8.12956150262113	-3.58357087811794	-15.5083312572928	-12.9239773689712	-10.2801211791965
run03-138	-3.52050746634394	-1.72934977181414	-13.8474489039824	-15.3571395900055	-0.76298054969542	-15.3637013070884	-5.52511671959653	-15.5083312572928	-15.6805518260777	-11.812829099146
run03-147	-7.8038186481084	-6.6494905017171	-13.8474489039824	-15.3571395900055	-3.61718518772227	-15.3637013070884	-0.145491975525338	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-149	-5.07841018418473	-2.58105869642601	-13.8474489039824	-15.3571395900055	-0.912668057318792	-15.3637013070884	-1.8847494813916	-15.5083312572928	-15.6805518260777	-9.5958890881899
run03-153	-5.03237879882655	-1.93025913970922	-13.8474489039824	-10.3837981904233	-0.639988215215051	-11.0004695508718	-3.9773620838713	-11.3223976457592	-15.6805518260777	-12.1000052244227
run03-155	-6.4807327439714	-11.4822317430232	-13.8474489039824	-15.3571395900055	-0.877397900250326	-7.84833841325341	-2.91281272723924	-1.70400105058615	-11.3077700318907	-15.3571395900055
run03-160	-5.90236107793423	-1.83062908355142	-7.32008766474072	-4.87970396959604	-1.13953521037601	-2.93909362898884	-3.86392228032826	-6.80623242924396	-15.6805518260777	-15.3571395900055
run03-170	-2.26029263388338	-2.55440174706761	-13.8474489039824	-8.41003975338807	-0.853466079253686	-9.17557449975104	-3.9968598585756	-13.8194306895258	-12.2344681888046	-15.3571395900055
run03-171	-3.45161972947833	-1.67596583813639	-13.8474489039824	-15.3571395900055	-1.06884607937044	-12.6439125439491	-3.0735824429183	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-173	-2.47122787032988	-1.89290894763913	-13.8474489039824	-15.3571395900055	-0.96316907881128	-15.3637013070884	-4.7381257114793	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-176	-3.75628992926759	-1.7972335973034	-13.8474489039824	-12.9380633680764	-0.693996903881579	-15.3637013070884	-5.64344261918477	-15.5083312572928	-15.6805518260777	-15.3571395900055
run03-178	-4.42307237673808	-1.82663128975307	-13.8474489039824	-4.37693910821758	-0.975838044834727	-9.1340985715449	-3.15292604523588	-15.5083312572928	-11.2292558045852	-11.8813325011649
run03-185	-3.28762112567409	-1.72090401383682	-13.8474489039824	-15.3571395900055	-0.807976954065674	-15.3637013070884	-5.4578101877085	-15.5083312572928	-15.6805518260777	-11.7033628939642
run04-102	-8.85284817069631	-1.77047420611877	-13.8474489039824	-15.3571395900055	-3.50723989796501	-5.46926555789516	-1.23461778859708	-2.56510328007564	-15.6805518260777	-11.8326702887587
run04-108	-1.88334586257249	-3.6141592297571	-7.77851397315647	-15.3571395900055	-0.776105412348292	-15.3637013070884	-4.09679823955572	-12.2131422007932	-15.6805518260777	-12.8912141059058
run04-109	-4.76016596850397	-3.63137966185514	-13.8474489039824	-6.4749547718255	-1.81698541293781	-1.90982579332178	-1.77796760519613	-5.07682705105674	-15.6805518260777	-15.3571395900055
run04-147	-3.02824679825936	-3.72422127242326	-13.8474489039824	-15.3571395900055	-0.982095651475244	-8.36182525288565	-1.79772727208609	-9.66438802290608	-9.48381577726426	-8.81639111635113
run04-148	-4.44952662301943	-2.13643355863375	-13.8474489039824	-15.3571395900055	-0.619036434815685	-15.3637013070884	-3.72568068926965	-15.5083312572928	-13.3413103262377	-15.3571395900055
run04-149	-2.47296098315739	-2.30430195154417	-13.8474489039824	-7.08125598770917	-0.753849792783743	-9.88861090976677	-6.06344471159271	-15.5083312572928	-9.95274124718649	-15.3571395900055
run04-155	-5.53759364139565	-2.11641278207503	-12.8474489039824	-15.3571395900055	-2.69094441830244	-5.38256285525303	-1.65700688519961	-1.98972703683775	-15.6805518260777	-15.3571395900055
run04-163	-2.54085647189658	-2.95277819588125	-8.85236399086654	-15.3571395900055	-0.920552020076394	-7.37319615416798	-3.23320000600772	-4.15444867414099	-15.6805518260777	-15.3571395900055
run04-165	-4.97763135528189	-3.05234929396135	-13.8474489039824	-6.48953039381332	-1.38431850923828	-2.01953920348974	-2.58490844189058	-4.63641515385756	-15.6805518260777	-15.3571395900055
run04-97	-4.45628009320676	-2.19929622435178	-13.8474489039824	-15.3571395900055	-0.613071100795514	-15.3637013070884	-3.59250557608685	-15.5083312572928	-15.6805518260777	-15.3571395900055
run04-98	-2.83404332825898	-2.1971390993064	-13.8474489039824	-7.17308873682834	-0.751051107091328	-11.8642506413814	-4.66949378695918	-15.5083312572928	-9.92565118604557	-15.3571395900055
run05-127	-5.88870635557291	-6.37646669726871	-13.8474489039824	-15.3571395900055	-2.08719231210437	-12.5180629756525	-0.44305187544844	-15.5083312572928	-15.6805518260777	-15.3571395900055
run06-128	-4.33301191293701	-1.82904153453773	-13.8474489039824	-15.3571395900055	-1.15036367491343	-15.3637013070884	-2.20051775200082	-11.1835113266951	-15.6805518260777	-11.1835113266951
run06-129	-3.08021881493994	-3.84190314864228	-13.8474489039824	-7.73216742566338	-0.450092557079299	-5.5824203061587	-4.49137609350143	-7.4842399122198	-8.52271406003443	-9.20860546960637
run06-130	-2.75890462802176	-2.52356195605701	-13.8474489039824	-7.7447122808545	-0.587517559019918	-15.3637013070884	-6.92992715332141	-15.5083312572928	-15.6805518260777	-15.3571395900055
run06-131	-3.47846628800163	-2.28124959489158	-13.8474489039824	-8.51499216402675	-0.739023190229186	-10.9930394608314	-3.32770354364622	-8.59094101726005	-15.6805518260777	-15.3571395900055
run06-132	-3.33989868513596	-2.71001297076545	-10.9619505045923	-10.4144627092898	-0.475502212703466	-15.3637013070884	-5.17053712640375	-12.3404621278461	-15.6805518260777	-15.3571395900055
run06-133	-4.61080907230074	-2.66048423132493	-13.8474489039824	-9.14775005815895	-0.619016896128129	-10.4956733615793	-2.83681274718956	-7.28267963824506	-15.6805518260777	-10.048214384608
run06-134	-2.42310078187371	-2.28457255926098	-13.8474489039824	-9.42250744645885	-0.778461440876883	-15.3637013070884	-5.41776952745219	-11.0854724591813	-15.6805518260777	-15.3571395900055
run06-135	-3.28703161794745	-3.08123761027136	-13.8474489039824	-10.2403326785129	-0.589280987333993	-15.3637013070884	-3.14068140902902	-15.5083312572928	-15.6805518260777	-10.940772396654
run06-181	-3.61058150666202	-2.84563125491048	-13.8474489039824	-6.69583839176256	-0.463526491228577	-9.20773743029399	-4.97963135776315	-6.65884418428035	-10.5031933138202	-12.3776624317363
run06-182	-3.0354053361312	-2.12696236396835	-13.8474489039824	-8.16468835307617	-0.65362326993583	-15.3637013070884	-6.67702305370992	-12.6882503091332	-15.6805518260777	-15.3571395900055
run06-183	-4.9833387697322	-1.55462455767917	-13.8474489039824	-15.3571395900055	-1.63781083019926	-15.3637013070884	-1.7066898081239	-15.5083312572928	-15.6805518260777	-11.8872206154684
run06-184	-3.85661364118114	-1.86306866331844	-13.8474489039824	-7.09762174068493	-0.964062484845138	-12.3644082813798	-2.90805386627154	-8.50642728625226	-15.6805518260777	-15.3571395900055
run06-186	-3.62667880694305	-1.93787087807185	-9.89658468948213	-9.67419226814568	-0.679704132155885	-15.3637013070884	-5.01666114147388	-10.7445815960371	-15.6805518260777	-15.3571395900055
run06-187	-4.79719830702143	-2.1157088826217	-13.8474489039824	-9.43462822763673	-0.764562158539151	-15.3637013070884	-2.874932485526	-7.17828847437694	-15.6805518260777	-15.3571395900055
run06-188	-2.76571624153543	-1.73686477337991	-13.8474489039824	-8.28107327477072	-0.958949174850672	-15.3637013070884	-4.84463329875966	-10.9972803087701	-15.6805518260777	-15.3571395900055
run06-189	-3.16974796192302	-2.59517898663759	-13.8474489039824	-9.34846260309846	-0.6954025859939	-15.3637013070884	-3.26099976184813	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-101	-2.9598513935188	-1.26547354718419	-13.8474489039824	-8.99180525537646	-1.17930703004289	-15.3637013070884	-6.38299601270093	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-102	-5.65870622848688	-2.30481578511574	-13.8474489039824	-9.77307325343888	-0.574775558578731	-15.3637013070884	-3.25139430183568	-15.5083312572928	-15.6805518260777	-11.8319669424924
run07-Cah7-103	-5.97582851991584	-1.3556667593926	-13.8474489039824	-15.3571395900055	-0.763378901826973	-15.3637013070884	-7.88108802994543	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-106	-4.13186184038975	-1.82396330540645	-13.8474489039824	-6.31553999689939	-0.725146532364172	-15.3637013070884	-4.55697214824798	-10.8515928971396	-15.6805518260777	-15.3571395900055
run07-Cah7-107	-3.89406034470665	-2.18351426745011	-13.8474489039824	-10.4648647824311	-0.511032100285863	-15.3637013070884	-6.61937473148677	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-109	-6.30092012595216	-1.3552752560091	-13.8474489039824	-8.18459600798493	-0.844871440481933	-15.3637013070884	-4.78552121903086	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-110	-5.73804183072555	-1.42302072708426	-13.8474489039824	-9.1718628056838	-0.752922080268553	-15.3637013070884	-7.04924351901985	-7.46784763331889	-15.6805518260777	-15.3571395900055
run07-Cah7-113	-3.79278465850278	-1.45514575865786	-7.03971272955039	-8.03971272955039	-1.01501045801761	-7.25421724145653	-4.6655884235376	-6.53275274083051	-15.6805518260777	-12.7026777422728
run07-Cah7-114	-4.93616083273356	-1.19017075522897	-7.26384819690961	-8.63468589227792	-1.07534176972557	-15.3637013070884	-4.64560954131416	-7.53847057701862	-15.6805518260777	-12.4926668874055
run07-Cah7-115	-5.92637579950188	-0.811173691806312	-13.8474489039824	-8.14197265932948	-1.37222179577669	-15.3637013070884	-5.46805923569857	-9.68946045463197	-15.6805518260777	-15.3571395900055
run07-Cah7-116	-5.181184118857	-1.82305807044642	-7.3714291046789	-7.75609295491423	-0.646552464562578	-12.3410554556354	-5.32610511416941	-6.03727470745828	-15.6805518260777	-15.3571395900055
run07-Cah7-117	-5.86530121197859	-1.71073424663691	-10.2765767924612	-7.89191294222591	-0.572769325004743	-15.3637013070884	-13.7906030435777	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-121	-5.51698160484203	-2.96191524799372	-13.8474489039824	-8.83280089014674	-0.515643090713951	-15.3637013070884	-6.05477004756908	-2.90941062654104	-15.6805518260777	-15.3571395900055
run07-Cah7-122	-3.48073638433228	-2.03988049495013	-9.35418049684766	-6.56627793745623	-0.668008290175829	-11.7692179961265	-5.83848065856362	-6.9618630740689	-15.6805518260777	-15.3571395900055
run07-Cah7-123	-4.41972614507247	-1.04031568637636	-10.9115792414021	-6.94964728223567	-2.36822513921976	-15.3637013070884	-1.91722580454329	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-124	-3.50535736067942	-2.18222375492945	-10.1598049617219	-7.10395172698834	-0.575534709379908	-15.3637013070884	-6.34164328470768	-15.5083312572928	-15.6805518260777	-13.4077324751654
run07-Cah7-125	-4.90556586197483	-1.57643328249813	-13.8474489039824	-7.0881859362655	-0.814496281243753	-15.3637013070884	-4.19226645847799	-10.5476175549028	-15.6805518260777	-15.3571395900055
run07-Cah7-126	-2.79551892253561	-2.74968085288981	-7.43351941663704	-15.3571395900055	-0.546009569932748	-15.3637013070884	-5.9139329247679	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-127	-4.05671439099432	-1.45742393930121	-13.8474489039824	-11.9862687067272	-1.05007247667561	-15.3637013070884	-3.45410762174396	-9.55330929945107	-15.6805518260777	-15.3571395900055
run07-Cah7-129	-4.51461203801317	-2.20580228242257	-13.8474489039824	-8.63562743897454	-0.522992458303265	-15.3637013070884	-4.63450077352026	-10.4981239152246	-15.6805518260777	-13.3725930331407
run07-Cah7-130	-3.7227724778705	-1.73729393958527	-13.8474489039824	-10.0425349055397	-0.750305313634797	-15.3637013070884	-5.15500963479816	-11.6863910953145	-15.6805518260777	-10.8790361732569
run07-Cah7-131	-3.97394825842209	-2.39581263721093	-13.8474489039824	-9.73239357999874	-0.466544158557897	-12.0543216748861	-5.55713513425339	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-132	-3.94871303116203	-1.98368825956875	-13.8474489039824	-10.1091777033553	-0.625065642221477	-15.3637013070884	-4.92401075962924	-12.6116780438845	-15.6805518260777	-15.3571395900055
run07-Cah7-133	-4.1758347711562	-1.92105587880118	-10.6224586134929	-8.4348316103171	-0.640019540674231	-15.3637013070884	-5.27471422680138	-6.71023457358132	-15.6805518260777	-15.3571395900055
run07-Cah7-134	-2.51879688471196	-3.66429319921543	-13.8474489039824	-13.4780743904325	-0.432997338497523	-15.3637013070884	-7.42279195493127	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-135	-2.80933640616591	-2.74740865702271	-13.8474489039824	-8.61914280721761	-0.515022514627331	-15.3637013070884	-7.46713971377256	-15.5083312572928	-15.6805518260777	-11.1369911120802
run07-Cah7-136	-6.62720141346295	-2.66682848758366	-12.707574829927	-11.1226123292058	-0.283321044062973	-15.3637013070884	-6.86627257594603	-9.33834102026125	-15.6805518260777	-15.3571395900055
run07-Cah7-137	-5.11093762498788	-1.83431157120002	-5.42337427089795	-7.50444588154526	-0.680949784243066	-15.3637013070884	-4.73572610620223	-10.8516112679316	-15.6805518260777	-15.3571395900055
run07-Cah7-147	-4.64966375900285	-1.82646245702906	-13.8474489039824	-8.50885761258007	-0.851168813865471	-15.3637013070884	-3.04543292457691	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-148	-3.99954908734095	-1.4905772173414	-13.8474489039824	-7.72283974461008	-0.821289734545107	-15.3637013070884	-6.89617134749564	-8.61787018500854	-15.6805518260777	-15.3571395900055
run07-Cah7-149	-2.58365092461568	-1.55479148077395	-13.8474489039824	-8.57534629319826	-1.06641968350964	-15.3637013070884	-6.30131288841521	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-150	-5.33309896089354	-2.56720768541943	-13.8474489039824	-9.84940510094776	-0.472111131963371	-15.3637013070884	-3.57471336216751	-15.5083312572928	-15.6805518260777	-10.8494051009478
run07-Cah7-151	-6.08410235289738	-1.77515211200822	-13.8474489039824	-12.4721196382425	-0.535757751485747	-15.3637013070884	-8.32237251873783	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-152	-4.13311757450182	-2.36294020131376	-13.8474489039824	-8.35946800940695	-0.556578870921386	-12.6448702282692	-3.94269754290366	-11.059907727548	-15.6805518260777	-15.3571395900055
run07-Cah7-153	-4.31020217269039	-2.01638560375199	-9.47894801996743	-8.54404304818932	-0.895312135469308	-12.9814483604966	-5.65352152498781	-2.82916351819004	-15.6805518260777	-15.3571395900055
run07-Cah7-154	-4.05355211359614	-1.62728735889405	-13.8474489039824	-4.75056558236224	-0.937170479654546	-15.3637013070884	-4.14387639156109	-13.1620765703743	-15.6805518260777	-15.3571395900055
run07-Cah7-155	-4.19399158742715	-2.78919265857325	-11.028031617628	-9.53326692587841	-0.384011494549197	-15.3637013070884	-4.94636662091576	-12.9025007355441	-15.6805518260777	-15.3571395900055
run07-Cah7-156	-4.18885128563594	-1.55461547384239	-9.00958523749475	-7.38340007404708	-0.951240504242994	-15.3637013070884	-3.65050414418992	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-159	-6.11352453325552	-1.63269777388337	-13.8474489039824	-8.45161744757389	-0.653088601983942	-15.3637013070884	-5.3629598277535	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-160	-4.25172949531889	-1.66495155702479	-13.8474489039824	-9.55007076988863	-0.702040016718686	-15.3637013070884	-7.55007076988863	-6.53552246131948	-15.6805518260777	-15.3571395900055
run07-Cah7-162	-6.54092887695679	-1.60572901734362	-13.8474489039824	-11.9446510630078	-1.31226165845862	-15.3637013070884	-1.95596637623563	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-163	-3.98014117989394	-2.01930435389909	-6.76900491209568	-7.87334157191042	-0.75241254177201	-10.0253446653555	-4.35816740134612	-4.91295342780927	-15.6805518260777	-15.3571395900055
run07-Cah7-164	-4.86806237470601	-1.64643918561433	-6.74432700628376	-7.27594008241199	-0.817807603926311	-15.3637013070884	-4.53540787322559	-5.6349435467765	-15.6805518260777	-15.3571395900055
run07-Cah7-165	-5.98598966692028	-0.890598597792567	-12.1921900547541	-7.78846786870314	-1.25690220691734	-15.3637013070884	-5.78563070939961	-8.14779593539569	-15.6805518260777	-15.3571395900055
run07-Cah7-166	-5.30888505741176	-2.13504693670447	-7.47881005885408	-8.10029843560035	-0.567957497093135	-15.3637013070884	-5.23696987528941	-4.76511424401072	-15.6805518260777	-15.3571395900055
run07-Cah7-167	-6.07979660987837	-1.83368243885663	-10.2670410875207	-8.02241871880079	-0.514987743508083	-15.3637013070884	-12.7906030435777	-15.5083312572928	-15.6805518260777	-13.7906030435777
run07-Cah7-168	-4.29606782959397	-1.29056963704479	-13.8474489039824	-7.31005205902967	-1.05278668100675	-10.6699480041161	-4.28336695088644	-15.5083312572928	-15.6805518260777	-15.3571395900055
run07-Cah7-169	-5.48027072639687	-2.73126357256037	-13.8474489039824	-8.74497395259128	-0.469496060902087	-15.3637013070884	-5.92054551717473	-3.54040280834207	-15.6805518260777	-15.3571395900055
run07-Cah7-170	-3.24588111336337	-1.89307520430211	-9.86761449223995	-6.20135188941695	-0.796735201687743	-11.2212514468547	-5.38836143268991	-6.53942740688091	-15.6805518260777	-15.3571395900055
run07-Cah7-171	-5.21961344866878	-1.29605287195165	-9.82066992551024	-5.87365121719641	-2.42835250273148	-15.3637013070884	-1.46633576642139	-13.5211096436513	-15.6805518260777	-15.3571395900055
run07-Cah7-172	-3.49774566425288	-2.27310561630269	-9.43045255166553	-7.02673036561452	-0.550358884555512	-15.3637013070884	-6.3080559203058	-15.5083312572928	-15.6805518260777	-15.3571395900055
